date|team|acquired|relinquished|notes
2008-06-10|Bulls|Vinny Del Negro||hired as head coach
2008-06-13|Hawks|Mike Woodson||re-signed as head coach to a 2-year contract extension through 2009-10
2008-06-13|Heat|David Fizdale||hired as assistant coach
2008-06-18|Grizzlies|Kevin O'Neill||hired as assistant coach
2008-06-20|Knicks|Dan D'Antoni||hired as assistant coach
2008-06-20|Knicks|Herb Williams||hired as assistant coach
2008-06-20|Knicks|Phil Weber||hired as assistant coach
2008-06-20|Suns|Alvin Gentry||hired as assistant coach
2008-06-20|Suns|Dan Majerle||hired as assistant coach
2008-06-20|Suns|Igor Stefan Kokoskov / Igor Kokoskov||hired as assistant coach
2008-06-20|Suns|Bill Cartwright||hired as assistant coach
2008-06-21|Pistons|Dave Cowens||hired as assistant coach
2008-06-21|Pistons|Harold Ellis||hired as assistant coach
2008-06-21|Pistons|Pat Sullivan||hired as assistant coach
2008-06-21|Pistons|Darrell Walker||hired as assistant coach
2008-06-23|Nets|Doug Overton||hired as assistant coach
2008-07-03|Bulls|Bob Ociepka||hired as assistant coach
2008-07-03|Bulls|Bernie Bickerstaff||hired as assistant coach
2008-07-03|Bulls|Del Harris||hired as assistant coach
2008-07-07|Blazers|Joe Prunty||hired as assistant coach
2008-07-07|Bobcats|Herb Brown||hired as assistant coach
2008-07-12|Raptors|Gord Herbert||hired as assistant coach
2008-07-16|Hawks|Jim Todd||hired as assistant coach
2008-07-16|Hawks|Tyrone Hill||hired as assistant coach
2008-07-25|Heat|Chad Kammerer||hired as assistant coach
2008-07-30|Nets|Roy Rogers||hired as assistant coach
2008-07-31|Timberwolves|Dean Cooper||hired as assistant coach
2008-08-06|Knicks|Kenny Atkinson||hired as assistant coach
2008-08-25|Clippers|Fred Vinson||hired as assistant coach and director of player programs
2008-09-02|Mavericks|Mario Elie||hired as assistant coach
2008-09-02|Mavericks|Terry Stotts||hired as assistant coach
2008-09-02|Mavericks|Tom Sterner||hired as assistant coach
2008-09-02|Mavericks|Dwane Casey||hired as assistant coach
2008-09-09|76ers|Maurice Cheeks||re-signed as head coach to a 1-year contract extension through 2010
2008-09-10|Celtics|Glenn Rivers / Doc Rivers||re-signed as head coach to a 3-year, $16M contract extension through 2010-11
2008-09-22|Wizards|Eddie Jordan||team exercised contract option on head coach through 2009-10
2008-09-27|Bobcats|LaSalle Thompson||promoted to assistant coach
2008-09-30|76ers|Aaron McKie||hired as assistant coach
2008-10-01|Kings|Shareef Abdur-Rahim||hired as assistant coach
2008-10-07|Clippers|Mike Dunleavy Sr.||hired as GM (in addition to head coach)
2008-10-29|Warriors|Don Nelson||re-signed as head coach to a 2-year contract extension through 2010-11
2008-11-11|Warriors|Larry Harris||hired as assistant coach
2008-11-21|Thunder||P.J. Carlesimo|fired as head coach
2008-11-21|Thunder|Scott Brooks||promoted to interim head coach
2008-11-22|Thunder||Paul Westhead|fired as assistant coach
2008-11-24|Wizards||Mike O'Koren|fired as assistant coach
2008-11-24|Wizards||Eddie Jordan|fired as head coach
2008-11-24|Wizards|Ed Tapscott||hired as interim head coach
2008-12-03|Raptors||Sam Mitchell|fired as head coach
2008-12-03|Raptors|Jay Triano||promoted to interim head coach
2008-12-07|Timberwolves||Randy Wittman|fired as head coach
2008-12-07|Timberwolves|Kevin McHale||hired as head coach
2008-12-13|76ers||Maurice Cheeks|fired as head coach
2008-12-13|76ers|Tony DiLeo||hired as interim head coach for the remainder of the season (in addition to senior VP and assistant GM)
2008-12-15|Kings||Chuck Person|fired as assistant coach
2008-12-15|Kings||Reggie Theus|fired as head coach
2008-12-15|Kings|Kenny Natt||promoted to interim head coach
2008-12-30|Thunder|Ron Adams||hired as assistant coach
2009-01-18|Jazz|Jerry Sloan||re-signed as head coach to a 1-year contract extension through 2009-10
2009-01-22|Grizzlies||Marc Iavaroni|fired as head coach
2009-01-22|Grizzlies|Johnny Davis||promoted to interim head coach
2009-01-25|Grizzlies|Lionel Hollins||hired as head coach
2009-01-27|Grizzlies||Ron DuBois|fired as assistant coach
2009-01-27|Grizzlies||Andy Greer|fired as assistant coach
2009-01-27|Grizzlies|Barry Hecker||hired as assistant coach
2009-02-06|Grizzlies|Damon Stoudamire||hired as assistant coach
2009-02-06|Grizzlies|Henry Bibby||hired as assistant coach
2009-02-16|Suns||Terry Porter (b)|fired as head coach
2009-02-16|Suns|Alvin Gentry||promoted to interim head coach
2009-04-17|Wizards||Ed Tapscott|fired as interim head coach (remained with the organization)
2009-04-22|Wizards|Phil Saunders / Flip Saunders||hired as head coach, signed to a 4-year, $18M contract
2009-04-23|Kings||Bubba Burrage|fired as assistant coach
2009-04-23|Kings||Jason Hamm|fired as assistant coach
2009-04-23|Kings||Kenny Natt|fired as interim head coach
2009-04-23|Kings||Randy Brown|fired as assistant coach
2009-04-23|Kings||Rex Kalamian|fired as assistant coach
2009-05-11|76ers||Tony DiLeo|resigned as interim head coach (remained as senior VP and assistant GM)
2009-05-11|Raptors|Jay Triano||promoted to head coach, signed to a 3-year contract
2009-05-21|Wizards||Phil Hubbard|fired as assistant coach
2009-05-21|Wizards||Randy Ayers|fired as assistant coach
2009-05-21|Wizards|Randy Wittman||hired as assistant coach
2009-05-21|Wizards|Sam Cassell||hired as assistant coach
2009-06-01|76ers|Eddie Jordan||hired as head coach, signed to a 3-year contract
2009-06-02|Bulls||Del Harris|retired as assistant coach
2009-06-03|Wizards|Don Zierden||hired as assistant coach
2009-06-05|Raptors||Gord Herbert|fired as assistant coach
2009-06-05|Raptors||Mike Evans|fired as assistant coach
2009-06-05|Raptors|Alex English||re-signed as assistant coach
2009-06-05|Raptors|Marc Iavaroni||hired as assistant coach
2009-06-07|Hornets||Kenny Gattison|resigned as assistant coach
2009-06-10|Kings|Paul Westphal||hired as head coach, signed to a 2-year, $3M contract with a 1-year team option
2009-06-17|Timberwolves||Kevin McHale|fired as head coach
2009-06-22|Kings|Jim Eyen||hired as assistant coach
2009-06-22|Kings|Mario Elie||hired as assistant coach
2009-06-22|Kings|Leonard Robinson / Truck Robinson||hired as assistant coach
2009-06-22|Kings|Pete Carril||re-signed as assistant coach
2009-06-30|Pistons||Michael Curry|fired as head coach
2009-07-01|76ers|Aaron McKie||re-signed as assistant coach
2009-07-01|76ers|Mike O'Koren||hired as associate head coach
2009-07-01|76ers|Jim Lynam||re-signed as assistant coach
2009-07-01|Raptors|Eric Hughes||re-signed as assistant coach
2009-07-01|Raptors|Francesco Cuzzolin||hired as assistant coach
2009-07-01|Raptors|Alvin Williams||hired as assistant coach
2009-07-08|Cavaliers||John Kuester|resigned as assistant coach (date approximate)
2009-07-09|Pistons|John Kuester||hired as head coach
2009-07-10|Blazers|Nate McMillan||team exercised contract option on head coach through 2010-11
2009-07-11|Clippers|Tony Brown||hired as assistant coach
2009-08-04|76ers|Randy Ayers||hired as assistant coach
2009-08-06|Hornets|Robert Pack||hired as assistant coach
2009-08-09|Pistons|Brian Hill||hired as assistant coach
2009-08-09|Timberwolves|Kurt Rambis||hired as head coach
2009-08-13|Thunder|Maurice Cheeks||hired as assistant coach
2009-08-13|Thunder|Rex Kalamian||hired as assistant coach
2009-08-24|Suns|John Shumate||hired as assistant coach
2009-09-03|Nets|John Loyer||hired as assistant coach
2009-09-03|Timberwolves|Bill Laimbeer||hired as assistant coach
2009-09-03|Timberwolves|Dave Wohl||hired as assistant coach
2009-09-03|Timberwolves|John-Blair Bickerstaff / J.B. Bickerstaff||hired as assistant coach
2009-09-03|Timberwolves|Reggie Theus||hired as assistant coach
2009-09-18|Clippers|John Lucas Sr.||hired as assistant coach
2009-09-25|Pacers|Jim O'Brien||team exercised contract option on head coach through 2010-11
2009-09-28|Magic|Stan Van Gundy||re-signed as head coach to a contract extension through 2010-11
2009-11-12|Hornets||Byron Scott|fired as head coach
2009-11-12|Hornets|Jeff Bower||hired as interim head coach (in addition to GM)
2009-11-12|Hornets|Tim Floyd||hired as assistant coach
2009-11-29|Nets||Lawrence Frank|fired as head coach
2009-11-29|Nets|Tom Barrise||promoted to interim head coach
2009-11-30|Nets|Kiki Vandeweghe||hired as head coach (in addition to GM) for the remainder of the season
2009-11-30|Nets|Del Harris||hired as assistant coach
2009-12-02|Jazz|Jerry Sloan||re-signed as head coach to a 1-year contract extension through 2010-11
2010-01-18|Nets|Jim Sann / Jimmy Sann||hired as assistant coach
2010-01-19|Rockets|Rick Adelman||team exercised contract option on head coach for 2010-11
2010-02-02|Nets||Del Harris|resigned as assistant coach
2010-02-04|Clippers||Mike Dunleavy Sr.|resigned as head coach (remained as GM)
2010-02-04|Clippers|Kim Hughes||promoted to interim head coach
2010-02-12|Nuggets|George Karl||re-signed as head coach to a 1-year contract extension through 2010-11
2010-03-31|Hornets||Tim Floyd|resigned as assistant coach
2010-04-12|Kings|Paul Westphal||team exercised contract option on head coach through 2011-12
2010-04-15|76ers||Eddie Jordan|fired as head coach
2010-04-15|Clippers||Kim Hughes|fired as interim head coach
2010-04-15|Grizzlies|Lionel Hollins||re-signed as head coach to a 3-year contract extension
2010-04-20|Hornets||Jeff Bower|resigned as interim head coach (remained as GM)
2010-05-03|Bulls||Vinny Del Negro|fired as head coach
2010-05-03|Thunder|Scott Brooks||team exercised contract option on head coach through 2011-12
2010-05-14|Hawks||Mike Woodson|fired as head coach
2010-05-21|76ers|Doug Collins||hired as head coach, signed to a 4-year contract
2010-05-24|Cavaliers||Mike Brown (c)|fired as head coach
2010-06-02|Raptors|P.J. Carlesimo||hired as assistant coach
2010-06-07|Celtics||Tom Thibodeau|resigned as assistant coach (date approximate)
2010-06-07|Hornets|Monty Williams||hired as head coach
2010-06-08|Bulls|Tom Thibodeau||hired as head coach, signed to a 3-year, $10M contract
2010-06-10|Nets|Avery Johnson||hired as head coach, signed to a 3-year contract
2010-06-13|Hawks|Larry Drew I||promoted to head coach
2010-06-25|Suns|Alvin Gentry||team exercised contract option on head coach through 2011-12
2010-06-25|Suns|Dan Majerle||re-signed as assistant coach through 2011-12
2010-06-25|Suns|Igor Stefan Kokoskov / Igor Kokoskov||re-signed as assistant coach through 2011-12
2010-06-25|Suns|Bill Cartwright||re-signed as assistant coach through 2011-12
2010-06-29|Suns|Noel Gillespie||promoted to assistant coach-advance scout
2010-06-30|Hornets|James Borrego||hired as assistant coach
2010-06-30|Hornets|Bryan Gates||hired as assistant coach
2010-06-30|Hornets|Michael Malone / Mike Malone||hired as assistant coach
2010-06-30|Pacers||Dick Harter|fired/resigned? as assistant coach
2010-06-30|Pacers||Lester Conner|fired/resigned? as assistant coach
2010-06-30|Pacers|Vitaly Potapenko||hired as assistant coach
2010-06-30|Pacers|Walter McCarty||hired as assistant coach (date approximate)
2010-07-01|76ers|Brian James||hired as assistant coach
2010-07-01|76ers|Quin Snyder||hired as assistant coach
2010-07-01|76ers|Michael Curry||hired as associate head coach
2010-07-02|Cavaliers|Byron Scott||hired as head coach, signed to a reported 4-year contract
2010-07-06|Clippers|Vinny Del Negro||hired as head coach
2010-07-08|Hawks|Bob Bender||hired as assistant coach
2010-07-08|Hawks|Greg Ballard||hired as assistant coach
2010-07-08|Hawks|Lester Conner||hired as assistant coach
2010-07-08|Hawks|Tyrone Hill||hired as assistant coach
2010-07-19|Nets|John Loyer||re-signed as assistant coach
2010-07-19|Nets|Larry Krystkowiak||hired as assistant coach
2010-07-19|Nets|Tom Barrise||hired as assistant coach
2010-07-19|Nets|Ronald Jones / Popeye Jones||hired as assistant coach
2010-07-19|Nets|Sam Mitchell||hired as assistant coach
2010-07-26|Blazers|Bob Ociepka||hired as assistant coach
2010-07-26|Blazers|Bernie Bickerstaff||hired as assistant coach
2010-07-26|Blazers|Buck Williams||hired as assistant coach
2010-07-28|Hawks|Kenny Gattison||hired as assistant coach
2010-07-28|Magic|Stan Van Gundy||team exercised contract option on head coach through 2012-13
2010-07-29|Cavaliers|Chris Jent||hired as assistant coach
2010-07-29|Cavaliers|Jamahl Mosley||hired as assistant coach
2010-07-29|Cavaliers|Joe Prunty||hired as assistant coach
2010-07-29|Cavaliers|Paul Pressey||hired as assistant coach
2010-07-29|Kings|Otis Hughley||hired as assistant coach
2010-08-02|Lakers|Brian Shaw||re-signed as assistant coach
2010-08-02|Lakers|Chuck Person||hired as assistant coach
2010-08-02|Lakers|Frank Hamblen||re-signed as assistant coach
2010-08-02|Lakers|Jim Cleamons||re-signed as assistant coach
2010-08-02|Lakers|Phil Jackson||re-signed as head coach
2010-08-04|Hornets|Fred Vinson||hired as assistant coach
2010-08-12|Clippers|Dean Demopoulos||hired as assistant coach
2010-08-12|Clippers|Robert Pack||hired as assistant coach
2010-08-12|Clippers|Marc Iavaroni||hired as assistant coach
2010-08-16|Rockets|Scott Roth||hired as assistant coach
2010-08-31|Hornets|Carlos Daniel||hired as strength coach
2010-09-08|Bulls|Adrian Griffin||hired as assistant coach
2010-09-08|Hawks|Nick Van Exel||hired as assistant coach
2010-09-09|Bulls|Rick Brunson||hired as assistant coach
2010-09-09|Bulls|Andy Greer||hired as assistant coach
2010-09-09|Bulls|Ron Adams||hired as assistant coach
2010-09-13|Bulls|Ed Pinckney||hired as assistant coach
2010-09-14|Nets|Doug Overton||hired as player development coach
2010-09-23|Suns|Alvin Gentry||re-signed as head coach to a 1-year contract extension through 2012-13
2010-09-24|Cavaliers|Derek Millender||hired as assistant strength and conditioning coach
2010-09-24|Spurs|Jacque Vaughn||hired as assistant coach
2010-09-27|Bucks|Anthony Goldwire||hired as assistant coach
2010-09-27|Warriors||Don Nelson|fired as head coach
2010-09-27|Warriors|Calbert Cheaney||promoted to assistant coach
2010-09-27|Warriors|Robert Werdann / Rob Werdann||hired as assistant coach
2010-09-27|Warriors|Jerry Sichting||hired as assistant coach
2010-09-27|Warriors|Keith Smart||promoted to head coach
2010-10-04|Nuggets|Melvin Hunt||hired as assistant coach
2010-10-26|Bucks|Scott Skiles||re-signed as head coach to a contract extension through 2012-13
2010-12-22|Bobcats||Larry Brown|resigned as head coach
2010-12-22|Bobcats|Paul Silas||hired as interim head coach
2010-12-24|Warriors|Lloyd Pierce||hired as assistant coach
2010-12-24|Warriors||Stephen Silas|resigned as assistant coach
2010-12-24|Bobcats|Stephen Silas||hired as assistant coach
2010-12-26|Bobcats|Charles Oakley||hired as assistant coach
2010-12-26|Bobcats|Ralph Lewis||hired as assistant coach
2011-01-30|Pacers||Jim O'Brien|fired as head coach
2011-01-30|Pacers|Frank Vogel||promoted to interim head coach
2011-02-07|Jazz|Jerry Sloan||re-signed as head coach to a 1-year contract extension through 2011-12
2011-02-09|Jazz||Phil Johnson|resigned as assistant coach
2011-02-09|Jazz||Jerry Sloan|resigned as head coach
2011-02-09|Jazz|Tyrone Corbin||promoted to head coach
2011-02-14|Jazz|Jeff Hornacek||hired as assistant coach
2011-02-15|Bobcats|Paul Silas||promoted to head coach, signed to a 1-year contract extension through 2011-12
2011-03-02|Jazz|Tyrone Corbin||re-signed as head coach to a multi-year contract
2011-03-08|Blazers|Nate McMillan||re-signed as head coach to a 2-year contract extension
2011-03-08|Nuggets|George Karl||re-signed as head coach to a 3-year contract extension
2011-04-18|Rockets||Rick Adelman|fired as head coach
2011-04-27|Warriors||Keith Smart|fired as head coach
2011-05-13|Celtics|Glenn Rivers / Doc Rivers||re-signed as head coach to a 5-year, $35M contract extension
2011-05-25|Lakers|Mike Brown (c)||hired as head coach, signed to a 4-year, $18M contract
2011-06-01|Rockets|Kevin McHale||hired as head coach
2011-06-01|Raptors||Jay Triano|team declined to exercise contract option on head coach for 2011-12 (remained as special assistant to the president and GM)
2011-06-05|Pistons||John Kuester|fired as head coach
2011-06-06|Warriors|Mark Jackson||hired as head coach
2011-06-07|Hornets||Michael Malone / Mike Malone|resigned as assistant coach
2011-06-07|Warriors|Michael Malone / Mike Malone||hired as assistant coach
2011-06-10|Spurs||Mike Brungardt|retired as strength and conditioning coach
2011-06-11|Hornets|Randy Ayers||promoted to lead assistant coach
2011-06-21|Raptors|Dwane Casey||hired as head coach
2011-06-26|Bobcats|Robert Werdann / Rob Werdann||hired as assistant coach
2011-06-29|Lakers|John Kuester||hired as assistant coach
2011-07-01|Lakers|Chuck Person||hired as assistant coach
2011-07-01|Lakers|Quin Snyder||hired as assistant coach
2011-07-05|Pacers|Frank Vogel||promoted to head coach
2011-07-12|Timberwolves||Kurt Rambis|fired as head coach
2011-07-13|Pacers|Dan Burke||re-signed as assistant coach
2011-07-13|Lakers||Brian Shaw|resigned as assistant coach (date approximate)
2011-07-13|Pacers|Brian Shaw||hired as assistant head coach
2011-07-14|Suns|Elston Turner||hired as assistant coach / defensive specialist
2011-07-15|Rockets|Brett Gunning||hired as assistant coach
2011-07-15|Rockets|Chris Finch||hired as assistant coach
2011-07-15|Rockets|Kelvin Sampson||hired as assistant coach
2011-07-15|Rockets|John-Blair Bickerstaff / J.B. Bickerstaff||hired as assistant coach
2011-07-18|Pacers|Jim Boylen||hired as assistant coach
2011-07-28|Bucks|Sidney Moncrief||hired as assistant coach
2011-07-29|Rockets|Greg Buckner||hired as player development coach
2011-08-02|Hornets|Dave Hanners||hired as assistant coach
2011-08-03|Celtics|Mike Longabardi||promoted to bench assistant coach
2011-08-03|Pistons|Lawrence Frank||hired as head coach, signed to a 3-year contract with a 1-year team option
2011-08-04|Warriors|Darren Erman||hired as assistant coach / player development
2011-08-04|Warriors|Jerry DeGregorio||hired as assistant coach
2011-08-04|Warriors|Wes Unseld Jr.||hired as assistant coach
2011-08-04|Warriors|Kris Weems||hired as assistant coach / player development
2011-08-04|Warriors|Pete Myers||hired as assistant coach
2011-08-29|Knicks|Mike Woodson||hired as assistant coach
2011-09-13|Timberwolves|Rick Adelman||hired as head coach
2011-10-06|Jazz|Sidney Lowe||hired as assistant coach
2011-11-15|76ers|Jeff Capel||hired as assistant coach
2011-11-15|Kings|Bobby Jackson||hired as assistant coach
2011-11-15|Kings|Keith Smart||hired as assistant coach
2011-12-01|Bobcats||Charles Oakley|fired as assistant coach
2011-12-05|Cavaliers|Aubrey McCreary||hired as player development assistant/video coach
2011-12-05|Cavaliers|Nate Tibbetts||hired as assistant coach
2011-12-05|Grizzlies|Bob Thornton||hired as assistant coach
2011-12-06|Blazers|Andy Greer||hired as assistant coach
2011-12-06|Nets|Mario Elie||hired as assistant coach
2011-12-06|Nets|P.J. Carlesimo||hired as assistant coach
2011-12-06|Timberwolves|Bill Bayno||hired as assistant coach
2011-12-06|Timberwolves|Jack Sikma||hired as assistant coach
2011-12-06|Timberwolves|T.R. Dunn||hired as assistant coach
2011-12-06|Timberwolves|Terry Porter (b)||hired as assistant coach
2011-12-07|Blazers|Bob Ociepka||re-signed as assistant coach
2011-12-07|Blazers|Kaleb Canales||hired as assistant coach
2011-12-07|Blazers|Bernie Bickerstaff||re-signed as assistant coach
2011-12-07|Blazers|Buck Williams||re-signed as assistant coach
2011-12-07|Blazers|Larry Greer||promoted to assistant coach
2011-12-07|Timberwolves|David Adelman||hired as player development coach
2011-12-08|Jazz|Michael Sanders||hired as player development coach
2011-12-08|Nets|Jeremy Bettle||hired as strength and conditioning coach
2011-12-16|Heat|Erik Spoelstra||re-signed as head coach to a contract extension
2012-01-05|Kings||Paul Westphal|fired as head coach
2012-01-05|Kings|Keith Smart||promoted to interim head coach
2012-01-13|Kings|Alex English||hired as assistant coach
2012-01-24|Wizards||Phil Saunders / Flip Saunders|fired as head coach
2012-01-24|Wizards|Randy Wittman||promoted to head coach for the remainder of the season
2012-02-15|Clippers||Howard Eisley|fined as assistant coach $15K for verbally abusing referee during game
2012-03-04|Kings|Keith Smart||re-signed as head coach to a contract extension through 2012-13
2012-03-13|Knicks||Mike D'Antoni|resigned as head coach
2012-03-13|Knicks|Mike Woodson||promoted to interim head coach
2012-03-15|Blazers||Nate McMillan|fired as head coach
2012-03-15|Blazers|Kaleb Canales||promoted to interim head coach
2012-03-17|Knicks||Dan D'Antoni|fired as assistant coach
2012-03-17|Knicks||Phil Weber|fired as assistant coach
2012-03-17|Knicks|Jim Todd||hired as assistant coach
2012-03-17|Knicks|Darrell Walker||hired as assistant coach
2012-04-27|Raptors|Dwane Casey||team exercised contract option on head coach through 2013-14
2012-04-30|Bobcats||Paul Silas|fired as head coach
2012-05-15|Mavericks|Rick Carlisle||re-signed as head coach to a 4-year contract
2012-05-18|Hawks|Larry Drew I||team exercised contract option on head coach through 2012-13
2012-05-21|Magic||Stan Van Gundy|fired as head coach
2012-05-25|Knicks|Mike Woodson||promoted to head coach, re-signed to a multi-year contract extension
2012-05-29|Clippers|Vinny Del Negro||team exercised contract option on head coach
2012-06-04|Wizards|Randy Wittman||re-signed as head coach
2012-06-20|Bobcats|Mike Dunlap||hired as head coach
2012-07-02|Thunder|Scott Brooks||re-signed as head coach to a reported 4-year, $12M contract
2012-07-09|Wizards|Don Newman||hired as assistant coach
2012-07-27|Clippers|Bob Ociepka||hired as assistant coach
2012-07-28|Magic|Jacque Vaughn||hired as head coach
2012-08-06|Kings|Keith Smart||re-signed as head coach to a 1-year contract extension through 2013-14
2012-08-07|Blazers|Kaleb Canales||demoted to assistant coach
2012-08-07|Blazers|Terry Stotts||hired as head coach
2012-08-09|Wizards|Jerry Sichting||hired as assistant coach
2012-08-17|Blazers|David Vanterpool||hired as assistant coach
2012-08-17|Blazers|Jay Triano||hired as assistant coach
2012-08-17|Blazers|Kim Hughes||hired as assistant coach
2012-08-18|Hornets|Monty Williams||re-signed as head coach to a 4-year contract extension
2012-08-27|Bobcats|Brian Winters||hired as assistant coach
2012-08-27|Bobcats|Dan Leibovitz||hired as assistant coach
2012-08-28|Hawks|Bob Weiss||hired as assistant coach-consultant
2012-08-28|Hawks|Kenny Atkinson||hired as assistant coach for player development
2012-08-28|Spurs|Ime Udoka||hired as assistant coach
2012-08-29|Blazers|Dale Osborne||hired as assistant coach
2012-08-29|Blazers|Dale Osbourne||hired as assistant coach
2012-08-30|Blazers|Dale Osbourne||hired as assistant coach
2012-08-30|Magic|Brett Gunning||hired as assistant coach
2012-08-30|Magic|James Borrego||hired as assistant coach
2012-08-30|Magic|Laron Profit||hired as assistant coach for player development
2012-08-30|Magic|Luke Stuckey||hired as assistant coach for player development
2012-08-30|Magic|Wes Unseld Jr.||hired as assistant coach
2012-08-30|Magic|Gordon Chiesa||hired as special consultant to the head coach
2012-09-07|Lakers|Bernie Bickerstaff||hired as assistant coach
2012-09-07|Lakers|Eddie Jordan||hired as assistant coach
2012-09-07|Lakers|Steve Clifford||hired as assistant coach
2012-09-11|Warriors|Bob Beyer||hired as assistant coach
2012-09-11|Warriors|Darren Erman||promoted to assistant coach
2012-10-01|76ers|Doug Collins||team exercised contract option on head coach through 2013-14
2012-10-01|Bulls|Tom Thibodeau||re-signed as head coach to a 4-year, $17.5M contract extension through 2016-17
2012-10-24|Cavaliers|Byron Scott||team exercised contract option on head coach through 2013-14
2012-10-30|Jazz|Tyrone Corbin||team exercised contract option on head coach through 2013-14
2012-11-09|Lakers||Mike Brown (c)|fired as head coach
2012-11-09|Lakers|Bernie Bickerstaff||promoted to interim head coach
2012-11-10|Rockets|Kelvin Sampson||promoted to interim head coach
2012-11-12|Lakers|Mike D'Antoni||hired as head coach, signed to a reported 3-year, $12M contract with a 1-year team option
2012-11-18|Lakers|Dan D'Antoni||hired as assistant coach
2012-12-27|Nets||Avery Johnson|fired as head coach
2012-12-27|Nets|P.J. Carlesimo||promoted to interim head coach
2013-01-07|Pacers|Frank Vogel||re-signed as head coach to a contract extension
2013-01-08|Bucks||Scott Skiles|fired/resigned as head coach
2013-01-08|Bucks|Jim Boylan||promoted to interim head coach for the remainder of the season
2013-01-18|Suns||Alvin Gentry|fired as head coach
2013-01-20|Suns|Lindsey Hunter||promoted to interim head coach for the remainder of the season
2013-04-18|76ers||Doug Collins|resigned as head coach (remained as advisor)
2013-04-18|Cavaliers||Byron Scott|fired as head coach
2013-04-18|Pistons||Lawrence Frank|fired as head coach
2013-04-23|Bobcats||Mike Dunlap|fired as head coach
2013-04-24|Cavaliers|Mike Brown (c)||hired as head coach, signed to a reported 4-year, $20M contract with a 1-year team option
2013-05-01|Bucks||Jim Boylan|fired as head coach
2013-05-03|Mavericks||Jim O'Brien|retired as assistant coach
2013-05-03|Mavericks|Kaleb Canales||hired as assistant coach
2013-05-05|Nets||P.J. Carlesimo|fired as head coach
2013-05-13|Grizzlies||Barry Hecker|left team as assistant coach
2013-05-14|Blazers|Nate Tibbits||hired as assistant coach
2013-05-21|Clippers||Vinny Del Negro|fired as head coach
2013-05-26|Suns|Jeff Hornacek||hired as head coach
2013-05-27|Bobcats|Steve Clifford||hired as head coach
2013-05-28|Hawks||Larry Drew I|fired as head coach
2013-05-28|Hawks|Mike Budenholzer||hired as head coach
2013-05-30|Kings||Keith Smart|fired as head coach
2013-05-31|Bucks|Larry Drew I||hired as head coach, signed to a 4-year, $10M contract
2013-05-31|Warriors||Michael Malone / Mike Malone|resigned as assistant coach (date approximate)
2013-05-31|Kings|Michael Malone / Mike Malone||hired as head coach
2013-06-06|Kings||Jim Eyen|fired as assistant coach
2013-06-06|Kings||Alex English|fired as assistant coach
2013-06-06|Kings||Bobby Jackson|fired as assistant coach (reassigned to different position within organization)
2013-06-06|Kings||Clifford Ray|fired as assistant coach
2013-06-06|Nuggets||George Karl|fired as head coach
2013-06-10|Grizzlies||Lionel Hollins|fired as head coach
2013-06-10|Hawks|Quin Snyder||hired as assistant coach
2013-06-10|Kings|Chris Jent||hired as assistant coach
2013-06-10|Kings|Brendan Malone||hired as assistant coach
2013-06-10|Pistons|Maurice Cheeks||hired as head coach
2013-06-12|Nets|Jason Kidd||hired as head coach
2013-06-15|Hawks|Darvin Ham||hired as assistant coach
2013-06-17|Bucks|Bob Bender||hired as assistant coach
2013-06-17|Bucks|Nick Van Exel||hired as assistant coach
2013-06-24|Pacers||Brian Shaw|resigned as assistant head coach (date approximate)
2013-06-25|Grizzlies|Dave Joerger||promoted to head coach
2013-06-25|Nuggets|Brian Shaw||hired as head coach
2013-06-25|Suns|Kenny Gattison||hired as assistant coach
2013-06-25|Suns|Jerry Sichting||hired as assistant coach
2013-06-25|Suns|Mark West (a)||hired as assistant coach
2013-06-25|Suns|Mike Longabardi||hired as assistant coach
2013-06-25|Celtics||Glenn Rivers / Doc Rivers|team released head coach from contract
2013-06-25|Clippers|Glenn Rivers / Doc Rivers||hired as head coach and senior VP of basketball operations
2013-06-25|Clippers||2015 first round pick (#28-R.J. Hunter)|sent to Celtics as compensation for head coach Glenn Rivers / Doc Rivers
2013-06-25|Celtics|2015 first round pick (#28-R.J. Hunter)||received from Clippers as compensation for head coach Glenn Rivers / Doc Rivers
2013-06-27|Pacers||Jim Boylen|fired as assistant coach
2013-06-28|Cavaliers|Bret Brielmaier||hired as assistant coach
2013-06-28|Cavaliers|Igor Stefan Kokoskov / Igor Kokoskov||hired as assistant coach
2013-06-28|Cavaliers|Jamahl Mosley||re-signed as assistant coach
2013-06-28|Cavaliers|Jim Boylan||hired as assistant coach
2013-06-28|Cavaliers|Phil Handy||hired as assistant coach
2013-06-28|Cavaliers|Vitaly Potapenko||hired as assistant coach
2013-06-28|Cavaliers|Bernie Bickerstaff||hired as assistant coach
2013-06-28|Nets|Doug Overton||hired as assistant coach
2013-06-28|Nets|Eric Hughes||hired as assistant coach
2013-06-28|Nets|Lawrence Frank||hired as assistant coach
2013-06-28|Nets|Roy Rogers||hired as assistant coach
2013-06-28|Spurs|Jim Boylen||hired as assistant coach
2013-06-29|Bulls||Ron Adams|fired as assistant coach
2013-07-01|Bobcats|Bob Beyer||hired as assistant coach
2013-07-01|Bobcats|Bob Weiss||hired as assistant coach
2013-07-01|Bobcats|Mark Price||hired as assistant coach
2013-07-01|Bobcats|Patrick Ewing Sr.||hired as assistant coach
2013-07-01|Pacers|Nate McMillan||hired as assistant coach
