team,season,game_num,date,result,coach
texas-christian,2004,1,2004-09-02,W,Gary Patterson
texas-christian,2004,2,2004-09-11,W,Gary Patterson
texas-christian,2004,3,2004-09-18,L,Gary Patterson
texas-christian,2004,4,2004-09-25,L,Gary Patterson
texas-christian,2004,5,2004-10-02,W,Gary Patterson
texas-christian,2004,6,2004-10-15,L,Gary Patterson
texas-christian,2004,7,2004-10-23,W,Gary Patterson
texas-christian,2004,8,2004-10-30,L,Gary Patterson
texas-christian,2004,9,2004-11-10,L,Gary Patterson
texas-christian,2004,10,2004-11-20,W,Gary Patterson
texas-christian,2004,11,2004-11-27,L,Gary Patterson
texas-christian,2005,1,2005-09-03,W,Gary Patterson
texas-christian,2005,2,2005-09-10,L,Gary Patterson
texas-christian,2005,3,2005-09-15,W,Gary Patterson
texas-christian,2005,4,2005-09-24,W,Gary Patterson
texas-christian,2005,5,2005-10-01,W,Gary Patterson
texas-christian,2005,6,2005-10-08,W,Gary Patterson
texas-christian,2005,7,2005-10-15,W,Gary Patterson
texas-christian,2005,8,2005-10-22,W,Gary Patterson
texas-christian,2005,9,2005-10-29,W,Gary Patterson
texas-christian,2005,10,2005-11-05,W,Gary Patterson
texas-christian,2005,11,2005-11-12,W,Gary Patterson
texas-christian,2005,12,2005-12-31,W,Gary Patterson
texas-christian,2006,1,2006-09-03,W,Gary Patterson
texas-christian,2006,2,2006-09-09,W,Gary Patterson
texas-christian,2006,3,2006-09-16,W,Gary Patterson
texas-christian,2006,4,2006-09-28,L,Gary Patterson
texas-christian,2006,5,2006-10-05,L,Gary Patterson
texas-christian,2006,6,2006-10-21,W,Gary Patterson
texas-christian,2006,7,2006-10-28,W,Gary Patterson
texas-christian,2006,8,2006-11-04,W,Gary Patterson
texas-christian,2006,9,2006-11-11,W,Gary Patterson
texas-christian,2006,10,2006-11-18,W,Gary Patterson
texas-christian,2006,11,2006-11-25,W,Gary Patterson
texas-christian,2006,12,2006-12-02,W,Gary Patterson
texas-christian,2006,13,2006-12-19,W,Gary Patterson
texas-christian,2007,1,2007-09-01,W,Gary Patterson
texas-christian,2007,2,2007-09-08,L,Gary Patterson
texas-christian,2007,3,2007-09-13,L,Gary Patterson
texas-christian,2007,4,2007-09-22,W,Gary Patterson
texas-christian,2007,5,2007-09-29,W,Gary Patterson
texas-christian,2007,6,2007-10-06,L,Gary Patterson
texas-christian,2007,7,2007-10-13,W,Gary Patterson
texas-christian,2007,8,2007-10-18,L,Gary Patterson
texas-christian,2007,9,2007-11-03,W,Gary Patterson
texas-christian,2007,10,2007-11-08,L,Gary Patterson
texas-christian,2007,11,2007-11-17,W,Gary Patterson
texas-christian,2007,12,2007-11-24,W,Gary Patterson
texas-christian,2007,13,2007-12-28,W,Gary Patterson
texas-christian,2008,1,2008-08-30,W,Gary Patterson
texas-christian,2008,2,2008-09-06,W,Gary Patterson
texas-christian,2008,3,2008-09-13,W,Gary Patterson
texas-christian,2008,4,2008-09-20,W,Gary Patterson
texas-christian,2008,5,2008-09-27,L,Gary Patterson
texas-christian,2008,6,2008-10-04,W,Gary Patterson
texas-christian,2008,7,2008-10-11,W,Gary Patterson
texas-christian,2008,8,2008-10-16,W,Gary Patterson
texas-christian,2008,9,2008-10-25,W,Gary Patterson
texas-christian,2008,10,2008-11-01,W,Gary Patterson
texas-christian,2008,11,2008-11-06,L,Gary Patterson
texas-christian,2008,12,2008-11-22,W,Gary Patterson
texas-christian,2008,13,2008-12-23,W,Gary Patterson
texas-christian,2009,1,2009-09-12,W,Gary Patterson
texas-christian,2009,2,2009-09-19,W,Gary Patterson
texas-christian,2009,3,2009-09-26,W,Gary Patterson
texas-christian,2009,4,2009-10-03,W,Gary Patterson
texas-christian,2009,5,2009-10-10,W,Gary Patterson
texas-christian,2009,6,2009-10-17,W,Gary Patterson
texas-christian,2009,7,2009-10-24,W,Gary Patterson
texas-christian,2009,8,2009-10-31,W,Gary Patterson
texas-christian,2009,9,2009-11-07,W,Gary Patterson
texas-christian,2009,10,2009-11-14,W,Gary Patterson
texas-christian,2009,11,2009-11-21,W,Gary Patterson
texas-christian,2009,12,2009-11-28,W,Gary Patterson
texas-christian,2009,13,2010-01-04,L,Gary Patterson
texas-christian,2010,1,2010-09-04,W,Gary Patterson
texas-christian,2010,2,2010-09-11,W,Gary Patterson
texas-christian,2010,3,2010-09-18,W,Gary Patterson
texas-christian,2010,4,2010-09-24,W,Gary Patterson
texas-christian,2010,5,2010-10-02,W,Gary Patterson
texas-christian,2010,6,2010-10-09,W,Gary Patterson
texas-christian,2010,7,2010-10-16,W,Gary Patterson
texas-christian,2010,8,2010-10-23,W,Gary Patterson
texas-christian,2010,9,2010-10-30,W,Gary Patterson
texas-christian,2010,10,2010-11-06,W,Gary Patterson
texas-christian,2010,11,2010-11-13,W,Gary Patterson
texas-christian,2010,12,2010-11-27,W,Gary Patterson
texas-christian,2010,13,2011-01-01,W,Gary Patterson
texas-christian,2011,1,2011-09-02,L,Gary Patterson
texas-christian,2011,2,2011-09-10,W,Gary Patterson
texas-christian,2011,3,2011-09-17,W,Gary Patterson
texas-christian,2011,4,2011-09-24,W,Gary Patterson
texas-christian,2011,5,2011-10-01,L,Gary Patterson
texas-christian,2011,6,2011-10-08,W,Gary Patterson
texas-christian,2011,7,2011-10-22,W,Gary Patterson
texas-christian,2011,8,2011-10-28,W,Gary Patterson
texas-christian,2011,9,2011-11-05,W,Gary Patterson
texas-christian,2011,10,2011-11-12,W,Gary Patterson
texas-christian,2011,11,2011-11-19,W,Gary Patterson
texas-christian,2011,12,2011-12-03,W,Gary Patterson
texas-christian,2011,13,2011-12-21,W,Gary Patterson
texas-christian,2012,1,2012-09-08,W,Gary Patterson
texas-christian,2012,2,2012-09-15,W,Gary Patterson
texas-christian,2012,3,2012-09-22,W,Gary Patterson
texas-christian,2012,4,2012-09-29,W,Gary Patterson
texas-christian,2012,5,2012-10-06,L,Gary Patterson
texas-christian,2012,6,2012-10-13,W,Gary Patterson
texas-christian,2012,7,2012-10-20,L,Gary Patterson
texas-christian,2012,8,2012-10-27,L,Gary Patterson
texas-christian,2012,9,2012-11-03,W,Gary Patterson
texas-christian,2012,10,2012-11-10,L,Gary Patterson
texas-christian,2012,11,2012-11-22,W,Gary Patterson
texas-christian,2012,12,2012-12-01,L,Gary Patterson
texas-christian,2012,13,2012-12-29,L,Gary Patterson
texas-christian,2013,1,2013-08-31,L,Gary Patterson
texas-christian,2013,2,2013-09-07,W,Gary Patterson
texas-christian,2013,3,2013-09-12,L,Gary Patterson
texas-christian,2013,4,2013-09-28,W,Gary Patterson
texas-christian,2013,5,2013-10-05,L,Gary Patterson
texas-christian,2013,6,2013-10-12,W,Gary Patterson
texas-christian,2013,7,2013-10-19,L,Gary Patterson
texas-christian,2013,8,2013-10-26,L,Gary Patterson
texas-christian,2013,9,2013-11-02,L,Gary Patterson
texas-christian,2013,10,2013-11-09,W,Gary Patterson
texas-christian,2013,11,2013-11-16,L,Gary Patterson
texas-christian,2013,12,2013-11-30,L,Gary Patterson
texas-christian,2014,1,2014-08-30,W,Gary Patterson
texas-christian,2014,2,2014-09-13,W,Gary Patterson
texas-christian,2014,3,2014-09-27,W,Gary Patterson
texas-christian,2014,4,2014-10-04,W,Gary Patterson
texas-christian,2014,5,2014-10-11,L,Gary Patterson
texas-christian,2014,6,2014-10-18,W,Gary Patterson
texas-christian,2014,7,2014-10-25,W,Gary Patterson
texas-christian,2014,8,2014-11-01,W,Gary Patterson
texas-christian,2014,9,2014-11-08,W,Gary Patterson
texas-christian,2014,10,2014-11-15,W,Gary Patterson
texas-christian,2014,11,2014-11-27,W,Gary Patterson
texas-christian,2014,12,2014-12-06,W,Gary Patterson
texas-christian,2014,13,2014-12-31,W,Gary Patterson
texas-christian,2015,1,2015-09-03,W,Gary Patterson
texas-christian,2015,2,2015-09-12,W,Gary Patterson
texas-christian,2015,3,2015-09-19,W,Gary Patterson
texas-christian,2015,4,2015-09-26,W,Gary Patterson
texas-christian,2015,5,2015-10-03,W,Gary Patterson
texas-christian,2015,6,2015-10-10,W,Gary Patterson
texas-christian,2015,7,2015-10-17,W,Gary Patterson
texas-christian,2015,8,2015-10-29,W,Gary Patterson
texas-christian,2015,9,2015-11-07,L,Gary Patterson
texas-christian,2015,10,2015-11-14,W,Gary Patterson
texas-christian,2015,11,2015-11-21,L,Gary Patterson
texas-christian,2015,12,2015-11-27,W,Gary Patterson
texas-christian,2015,13,2016-01-02,W,Gary Patterson
texas-christian,2016,1,2016-09-03,W,Gary Patterson
texas-christian,2016,2,2016-09-10,L,Gary Patterson
texas-christian,2016,3,2016-09-17,W,Gary Patterson
texas-christian,2016,4,2016-09-23,W,Gary Patterson
texas-christian,2016,5,2016-10-01,L,Gary Patterson
texas-christian,2016,6,2016-10-08,W,Gary Patterson
texas-christian,2016,7,2016-10-22,L,Gary Patterson
texas-christian,2016,8,2016-10-29,L,Gary Patterson
texas-christian,2016,9,2016-11-05,W,Gary Patterson
texas-christian,2016,10,2016-11-19,L,Gary Patterson
texas-christian,2016,11,2016-11-25,W,Gary Patterson
texas-christian,2016,12,2016-12-03,L,Gary Patterson
texas-christian,2016,13,2016-12-30,L,Gary Patterson
texas-tech,2000,1,2000-08-26,W,Mike Leach
texas-tech,2000,2,2000-09-02,W,Mike Leach
texas-tech,2000,3,2000-09-09,W,Mike Leach
texas-tech,2000,4,2000-09-16,W,Mike Leach
texas-tech,2000,5,2000-09-30,L,Mike Leach
texas-tech,2000,6,2000-10-07,W,Mike Leach
texas-tech,2000,7,2000-10-14,L,Mike Leach
texas-tech,2000,8,2000-10-21,L,Mike Leach
texas-tech,2000,9,2000-10-28,W,Mike Leach
texas-tech,2000,10,2000-11-04,L,Mike Leach
texas-tech,2000,11,2000-11-11,W,Mike Leach
texas-tech,2000,12,2000-11-18,L,Mike Leach
texas-tech,2001,1,2001-09-08,W,Mike Leach
texas-tech,2001,2,2001-09-22,W,Mike Leach
texas-tech,2001,3,2001-09-29,L,Mike Leach
texas-tech,2001,4,2001-10-06,L,Mike Leach
texas-tech,2001,5,2001-10-13,W,Mike Leach
texas-tech,2001,6,2001-10-20,L,Mike Leach
texas-tech,2001,7,2001-10-27,W,Mike Leach
texas-tech,2001,8,2001-11-03,W,Mike Leach
texas-tech,2001,9,2001-11-10,W,Mike Leach
texas-tech,2001,10,2001-11-17,L,Mike Leach
texas-tech,2001,11,2001-11-24,W,Mike Leach
texas-tech,2002,1,2002-08-24,L,Mike Leach
texas-tech,2002,2,2002-09-07,W,Mike Leach
texas-tech,2002,3,2002-09-14,W,Mike Leach
texas-tech,2002,4,2002-09-21,L,Mike Leach
texas-tech,2002,5,2002-09-27,W,Mike Leach
texas-tech,2002,6,2002-10-05,W,Mike Leach
texas-tech,2002,7,2002-10-12,L,Mike Leach
texas-tech,2002,8,2002-10-19,W,Mike Leach
texas-tech,2002,9,2002-10-26,L,Mike Leach
texas-tech,2002,10,2002-11-02,W,Mike Leach
texas-tech,2002,11,2002-11-09,W,Mike Leach
texas-tech,2002,12,2002-11-16,W,Mike Leach
texas-tech,2002,13,2002-11-23,L,Mike Leach
texas-tech,2002,14,2002-12-23,W,Mike Leach
texas-tech,2003,1,2003-08-30,W,Mike Leach
texas-tech,2003,2,2003-09-06,W,Mike Leach
texas-tech,2003,3,2003-09-20,L,Mike Leach
texas-tech,2003,4,2003-09-27,W,Mike Leach
texas-tech,2003,5,2003-10-04,W,Mike Leach
texas-tech,2003,6,2003-10-11,W,Mike Leach
texas-tech,2003,7,2003-10-18,L,Mike Leach
texas-tech,2003,8,2003-10-25,L,Mike Leach
texas-tech,2003,9,2003-11-01,W,Mike Leach
texas-tech,2003,10,2003-11-08,W,Mike Leach
texas-tech,2003,11,2003-11-15,L,Mike Leach
texas-tech,2003,12,2003-11-22,L,Mike Leach
texas-tech,2003,13,2003-12-30,W,Mike Leach
texas-tech,2004,1,2004-09-04,W,Mike Leach
texas-tech,2004,2,2004-09-11,L,Mike Leach
texas-tech,2004,3,2004-09-18,W,Mike Leach
texas-tech,2004,4,2004-09-25,W,Mike Leach
texas-tech,2004,5,2004-10-02,L,Mike Leach
texas-tech,2004,6,2004-10-09,W,Mike Leach
texas-tech,2004,7,2004-10-23,L,Mike Leach
texas-tech,2004,8,2004-10-30,W,Mike Leach
texas-tech,2004,9,2004-11-06,W,Mike Leach
texas-tech,2004,10,2004-11-13,L,Mike Leach
texas-tech,2004,11,2004-11-27,W,Mike Leach
texas-tech,2004,12,2004-12-30,W,Mike Leach
texas-tech,2005,1,2005-09-10,W,Mike Leach
texas-tech,2005,2,2005-09-17,W,Mike Leach
texas-tech,2005,3,2005-09-24,W,Mike Leach
texas-tech,2005,4,2005-10-01,W,Mike Leach
texas-tech,2005,5,2005-10-08,W,Mike Leach
texas-tech,2005,6,2005-10-15,W,Mike Leach
texas-tech,2005,7,2005-10-22,L,Mike Leach
texas-tech,2005,8,2005-10-29,W,Mike Leach
texas-tech,2005,9,2005-11-05,W,Mike Leach
texas-tech,2005,10,2005-11-12,L,Mike Leach
texas-tech,2005,11,2005-11-19,W,Mike Leach
texas-tech,2005,12,2006-01-02,L,Mike Leach
texas-tech,2006,1,2006-09-02,W,Mike Leach
texas-tech,2006,2,2006-09-09,W,Mike Leach
texas-tech,2006,3,2006-09-16,L,Mike Leach
texas-tech,2006,4,2006-09-23,W,Mike Leach
texas-tech,2006,5,2006-09-30,W,Mike Leach
texas-tech,2006,6,2006-10-07,L,Mike Leach
texas-tech,2006,7,2006-10-14,L,Mike Leach
texas-tech,2006,8,2006-10-21,W,Mike Leach
texas-tech,2006,9,2006-10-28,L,Mike Leach
texas-tech,2006,10,2006-11-04,W,Mike Leach
texas-tech,2006,11,2006-11-11,L,Mike Leach
texas-tech,2006,12,2006-11-18,W,Mike Leach
texas-tech,2006,13,2006-12-29,W,Mike Leach
texas-tech,2007,1,2007-09-03,W,Mike Leach
texas-tech,2007,2,2007-09-08,W,Mike Leach
texas-tech,2007,3,2007-09-15,W,Mike Leach
texas-tech,2007,4,2007-09-22,L,Mike Leach
texas-tech,2007,5,2007-09-29,W,Mike Leach
texas-tech,2007,6,2007-10-06,W,Mike Leach
texas-tech,2007,7,2007-10-13,W,Mike Leach
texas-tech,2007,8,2007-10-20,L,Mike Leach
texas-tech,2007,9,2007-10-27,L,Mike Leach
texas-tech,2007,10,2007-11-03,W,Mike Leach
texas-tech,2007,11,2007-11-10,L,Mike Leach
texas-tech,2007,12,2007-11-17,W,Mike Leach
texas-tech,2007,13,2008-01-01,W,Mike Leach
texas-tech,2008,1,2008-08-30,W,Mike Leach
texas-tech,2008,2,2008-09-06,W,Mike Leach
texas-tech,2008,3,2008-09-13,W,Mike Leach
texas-tech,2008,4,2008-09-20,W,Mike Leach
texas-tech,2008,5,2008-10-04,W,Mike Leach
texas-tech,2008,6,2008-10-11,W,Mike Leach
texas-tech,2008,7,2008-10-18,W,Mike Leach
texas-tech,2008,8,2008-10-25,W,Mike Leach
texas-tech,2008,9,2008-11-01,W,Mike Leach
texas-tech,2008,10,2008-11-08,W,Mike Leach
texas-tech,2008,11,2008-11-22,L,Mike Leach
texas-tech,2008,12,2008-11-29,W,Mike Leach
texas-tech,2008,13,2009-01-02,L,Mike Leach
texas-tech,2009,1,2009-09-05,W,Mike Leach
texas-tech,2009,2,2009-09-12,W,Mike Leach
texas-tech,2009,3,2009-09-19,L,Mike Leach
texas-tech,2009,4,2009-09-26,L,Mike Leach
texas-tech,2009,5,2009-10-03,W,Mike Leach
texas-tech,2009,6,2009-10-10,W,Mike Leach
texas-tech,2009,7,2009-10-17,W,Mike Leach
texas-tech,2009,8,2009-10-24,L,Mike Leach
texas-tech,2009,9,2009-10-31,W,Mike Leach
texas-tech,2009,10,2009-11-14,L,Mike Leach
texas-tech,2009,11,2009-11-21,W,Mike Leach
texas-tech,2009,12,2009-11-28,W,Mike Leach
texas-tech,2009,13,2010-01-02,W,Ruffin McNeill
texas-tech,2010,1,2010-09-05,W,Tommy Tuberville
texas-tech,2010,2,2010-09-11,W,Tommy Tuberville
texas-tech,2010,3,2010-09-18,L,Tommy Tuberville
texas-tech,2010,4,2010-10-02,L,Tommy Tuberville
texas-tech,2010,5,2010-10-09,W,Tommy Tuberville
texas-tech,2010,6,2010-10-16,L,Tommy Tuberville
texas-tech,2010,7,2010-10-23,W,Tommy Tuberville
texas-tech,2010,8,2010-10-30,L,Tommy Tuberville
texas-tech,2010,9,2010-11-06,W,Tommy Tuberville
texas-tech,2010,10,2010-11-13,L,Tommy Tuberville
texas-tech,2010,11,2010-11-20,W,Tommy Tuberville
texas-tech,2010,12,2010-11-27,W,Tommy Tuberville
texas-tech,2010,13,2011-01-01,W,Tommy Tuberville
texas-tech,2011,1,2011-09-03,W,Tommy Tuberville
texas-tech,2011,2,2011-09-17,W,Tommy Tuberville
texas-tech,2011,3,2011-09-24,W,Tommy Tuberville
texas-tech,2011,4,2011-10-01,W,Tommy Tuberville
texas-tech,2011,5,2011-10-08,L,Tommy Tuberville
texas-tech,2011,6,2011-10-15,L,Tommy Tuberville
texas-tech,2011,7,2011-10-22,W,Tommy Tuberville
texas-tech,2011,8,2011-10-29,L,Tommy Tuberville
texas-tech,2011,9,2011-11-05,L,Tommy Tuberville
texas-tech,2011,10,2011-11-12,L,Tommy Tuberville
texas-tech,2011,11,2011-11-19,L,Tommy Tuberville
texas-tech,2011,12,2011-11-26,L,Tommy Tuberville
texas-tech,2012,1,2012-09-01,W,Tommy Tuberville
texas-tech,2012,2,2012-09-08,W,Tommy Tuberville
texas-tech,2012,3,2012-09-15,W,Tommy Tuberville
texas-tech,2012,4,2012-09-29,W,Tommy Tuberville
texas-tech,2012,5,2012-10-06,L,Tommy Tuberville
texas-tech,2012,6,2012-10-13,W,Tommy Tuberville
texas-tech,2012,7,2012-10-20,W,Tommy Tuberville
texas-tech,2012,8,2012-10-27,L,Tommy Tuberville
texas-tech,2012,9,2012-11-03,L,Tommy Tuberville
texas-tech,2012,10,2012-11-10,W,Tommy Tuberville
texas-tech,2012,11,2012-11-17,L,Tommy Tuberville
texas-tech,2012,12,2012-11-24,L,Tommy Tuberville
texas-tech,2012,13,2012-12-28,W,Chris Thomsen
texas-tech,2013,1,2013-08-30,W,Kliff Kingsbury
texas-tech,2013,2,2013-09-07,W,Kliff Kingsbury
texas-tech,2013,3,2013-09-12,W,Kliff Kingsbury
texas-tech,2013,4,2013-09-21,W,Kliff Kingsbury
texas-tech,2013,5,2013-10-05,W,Kliff Kingsbury
texas-tech,2013,6,2013-10-12,W,Kliff Kingsbury
texas-tech,2013,7,2013-10-19,W,Kliff Kingsbury
texas-tech,2013,8,2013-10-26,L,Kliff Kingsbury
texas-tech,2013,9,2013-11-02,L,Kliff Kingsbury
texas-tech,2013,10,2013-11-09,L,Kliff Kingsbury
texas-tech,2013,11,2013-11-16,L,Kliff Kingsbury
texas-tech,2013,12,2013-11-28,L,Kliff Kingsbury
texas-tech,2013,13,2013-12-30,W,Kliff Kingsbury
texas-tech,2014,1,2014-08-30,W,Kliff Kingsbury
texas-tech,2014,2,2014-09-06,W,Kliff Kingsbury
texas-tech,2014,3,2014-09-13,L,Kliff Kingsbury
texas-tech,2014,4,2014-09-25,L,Kliff Kingsbury
texas-tech,2014,5,2014-10-04,L,Kliff Kingsbury
texas-tech,2014,6,2014-10-11,L,Kliff Kingsbury
texas-tech,2014,7,2014-10-18,W,Kliff Kingsbury
texas-tech,2014,8,2014-10-25,L,Kliff Kingsbury
texas-tech,2014,9,2014-11-01,L,Kliff Kingsbury
texas-tech,2014,10,2014-11-15,L,Kliff Kingsbury
texas-tech,2014,11,2014-11-22,W,Kliff Kingsbury
texas-tech,2014,12,2014-11-29,L,Kliff Kingsbury
texas-tech,2015,1,2015-09-05,W,Kliff Kingsbury
texas-tech,2015,2,2015-09-12,W,Kliff Kingsbury
texas-tech,2015,3,2015-09-19,W,Kliff Kingsbury
texas-tech,2015,4,2015-09-26,L,Kliff Kingsbury
texas-tech,2015,5,2015-10-03,L,Kliff Kingsbury
texas-tech,2015,6,2015-10-10,W,Kliff Kingsbury
texas-tech,2015,7,2015-10-17,W,Kliff Kingsbury
texas-tech,2015,8,2015-10-24,L,Kliff Kingsbury
texas-tech,2015,9,2015-10-31,L,Kliff Kingsbury
texas-tech,2015,10,2015-11-07,L,Kliff Kingsbury
texas-tech,2015,11,2015-11-14,W,Kliff Kingsbury
texas-tech,2015,12,2015-11-26,W,Kliff Kingsbury
texas-tech,2015,13,2015-12-29,L,Kliff Kingsbury
texas-tech,2016,1,2016-09-03,W,Kliff Kingsbury
texas-tech,2016,2,2016-09-10,L,Kliff Kingsbury
texas-tech,2016,3,2016-09-17,W,Kliff Kingsbury
texas-tech,2016,4,2016-09-29,W,Kliff Kingsbury
texas-tech,2016,5,2016-10-08,L,Kliff Kingsbury
texas-tech,2016,6,2016-10-15,L,Kliff Kingsbury
texas-tech,2016,7,2016-10-22,L,Kliff Kingsbury
texas-tech,2016,8,2016-10-29,W,Kliff Kingsbury
texas-tech,2016,9,2016-11-05,L,Kliff Kingsbury
texas-tech,2016,10,2016-11-12,L,Kliff Kingsbury
texas-tech,2016,11,2016-11-19,L,Kliff Kingsbury
texas-tech,2016,12,2016-11-25,W,Kliff Kingsbury
ucla,2000,1,2000-09-02,W,Bob Toledo
ucla,2000,2,2000-09-09,W,Bob Toledo
ucla,2000,3,2000-09-16,W,Bob Toledo
ucla,2000,4,2000-09-23,L,Bob Toledo
ucla,2000,5,2000-09-30,W,Bob Toledo
ucla,2000,6,2000-10-14,L,Bob Toledo
ucla,2000,7,2000-10-21,L,Bob Toledo
ucla,2000,8,2000-10-28,W,Bob Toledo
ucla,2000,9,2000-11-04,W,Bob Toledo
ucla,2000,10,2000-11-11,L,Bob Toledo
ucla,2000,11,2000-11-18,L,Bob Toledo
ucla,2001,1,2001-09-01,W,Bob Toledo
ucla,2001,2,2001-09-08,W,Bob Toledo
ucla,2001,3,2001-09-22,W,Bob Toledo
ucla,2001,4,2001-09-29,W,Bob Toledo
ucla,2001,5,2001-10-13,W,Bob Toledo
ucla,2001,6,2001-10-20,W,Bob Toledo
ucla,2001,7,2001-10-27,L,Bob Toledo
ucla,2001,8,2001-11-03,L,Bob Toledo
ucla,2001,9,2001-11-10,L,Bob Toledo
ucla,2001,10,2001-11-17,L,Bob Toledo
ucla,2001,11,2001-12-01,W,Bob Toledo
ucla,2002,1,2002-09-07,W,Bob Toledo
ucla,2002,2,2002-09-14,W,Bob Toledo
ucla,2002,3,2002-09-21,L,Bob Toledo
ucla,2002,4,2002-09-28,W,Bob Toledo
ucla,2002,5,2002-10-05,W,Bob Toledo
ucla,2002,6,2002-10-12,L,Bob Toledo
ucla,2002,7,2002-10-19,L,Bob Toledo
ucla,2002,8,2002-10-26,W,Bob Toledo
ucla,2002,9,2002-11-02,W,Bob Toledo
ucla,2002,10,2002-11-09,W,Bob Toledo
ucla,2002,11,2002-11-23,L,Bob Toledo
ucla,2002,12,2002-12-07,L,Bob Toledo
ucla,2002,13,2002-12-25,W,Ed Kezirian
ucla,2003,1,2003-09-06,L,Karl Dorrell
ucla,2003,2,2003-09-13,W,Karl Dorrell
ucla,2003,3,2003-09-20,L,Karl Dorrell
ucla,2003,4,2003-09-27,W,Karl Dorrell
ucla,2003,5,2003-10-04,W,Karl Dorrell
ucla,2003,6,2003-10-11,W,Karl Dorrell
ucla,2003,7,2003-10-18,W,Karl Dorrell
ucla,2003,8,2003-10-25,W,Karl Dorrell
ucla,2003,9,2003-11-01,L,Karl Dorrell
ucla,2003,10,2003-11-08,L,Karl Dorrell
ucla,2003,11,2003-11-15,L,Karl Dorrell
ucla,2003,12,2003-11-22,L,Karl Dorrell
ucla,2003,13,2003-12-30,L,Karl Dorrell
ucla,2004,1,2004-09-04,L,Karl Dorrell
ucla,2004,2,2004-09-11,W,Karl Dorrell
ucla,2004,3,2004-09-18,W,Karl Dorrell
ucla,2004,4,2004-10-02,W,Karl Dorrell
ucla,2004,5,2004-10-09,W,Karl Dorrell
ucla,2004,6,2004-10-16,L,Karl Dorrell
ucla,2004,7,2004-10-23,L,Karl Dorrell
ucla,2004,8,2004-10-30,W,Karl Dorrell
ucla,2004,9,2004-11-06,L,Karl Dorrell
ucla,2004,10,2004-11-13,W,Karl Dorrell
ucla,2004,11,2004-12-04,L,Karl Dorrell
ucla,2004,12,2004-12-23,L,Karl Dorrell
ucla,2005,1,2005-09-03,W,Karl Dorrell
ucla,2005,2,2005-09-10,W,Karl Dorrell
ucla,2005,3,2005-09-17,W,Karl Dorrell
ucla,2005,4,2005-10-01,W,Karl Dorrell
ucla,2005,5,2005-10-08,W,Karl Dorrell
ucla,2005,6,2005-10-15,W,Karl Dorrell
ucla,2005,7,2005-10-22,W,Karl Dorrell
ucla,2005,8,2005-10-29,W,Karl Dorrell
ucla,2005,9,2005-11-05,L,Karl Dorrell
ucla,2005,10,2005-11-12,W,Karl Dorrell
ucla,2005,11,2005-12-03,L,Karl Dorrell
ucla,2005,12,2005-12-30,W,Karl Dorrell
ucla,2006,1,2006-09-02,W,Karl Dorrell
ucla,2006,2,2006-09-09,W,Karl Dorrell
ucla,2006,3,2006-09-23,L,Karl Dorrell
ucla,2006,4,2006-09-30,W,Karl Dorrell
ucla,2006,5,2006-10-07,W,Karl Dorrell
ucla,2006,6,2006-10-14,L,Karl Dorrell
ucla,2006,7,2006-10-21,L,Karl Dorrell
ucla,2006,8,2006-10-28,L,Karl Dorrell
ucla,2006,9,2006-11-04,L,Karl Dorrell
ucla,2006,10,2006-11-11,W,Karl Dorrell
ucla,2006,11,2006-11-18,W,Karl Dorrell
ucla,2006,12,2006-12-02,W,Karl Dorrell
ucla,2006,13,2006-12-27,L,Karl Dorrell
ucla,2007,1,2007-09-01,W,Karl Dorrell
ucla,2007,2,2007-09-08,W,Karl Dorrell
ucla,2007,3,2007-09-15,L,Karl Dorrell
ucla,2007,4,2007-09-22,W,Karl Dorrell
ucla,2007,5,2007-09-29,W,Karl Dorrell
ucla,2007,6,2007-10-06,L,Karl Dorrell
ucla,2007,7,2007-10-20,W,Karl Dorrell
ucla,2007,8,2007-10-27,L,Karl Dorrell
ucla,2007,9,2007-11-03,L,Karl Dorrell
ucla,2007,10,2007-11-10,L,Karl Dorrell
ucla,2007,11,2007-11-24,W,Karl Dorrell
ucla,2007,12,2007-12-01,L,Karl Dorrell
ucla,2007,13,2007-12-22,L,DeWayne Walker
ucla,2008,1,2008-09-01,W,Rick Neuheisel
ucla,2008,2,2008-09-13,L,Rick Neuheisel
ucla,2008,3,2008-09-20,L,Rick Neuheisel
ucla,2008,4,2008-09-27,L,Rick Neuheisel
ucla,2008,5,2008-10-04,W,Rick Neuheisel
ucla,2008,6,2008-10-11,L,Rick Neuheisel
ucla,2008,7,2008-10-18,W,Rick Neuheisel
ucla,2008,8,2008-10-25,L,Rick Neuheisel
ucla,2008,9,2008-11-08,L,Rick Neuheisel
ucla,2008,10,2008-11-15,W,Rick Neuheisel
ucla,2008,11,2008-11-28,L,Rick Neuheisel
ucla,2008,12,2008-12-06,L,Rick Neuheisel
ucla,2009,1,2009-09-05,W,Rick Neuheisel
ucla,2009,2,2009-09-12,W,Rick Neuheisel
ucla,2009,3,2009-09-19,W,Rick Neuheisel
ucla,2009,4,2009-10-03,L,Rick Neuheisel
ucla,2009,5,2009-10-10,L,Rick Neuheisel
ucla,2009,6,2009-10-17,L,Rick Neuheisel
ucla,2009,7,2009-10-24,L,Rick Neuheisel
ucla,2009,8,2009-10-31,L,Rick Neuheisel
ucla,2009,9,2009-11-07,W,Rick Neuheisel
ucla,2009,10,2009-11-14,W,Rick Neuheisel
ucla,2009,11,2009-11-21,W,Rick Neuheisel
