date|team|acquired|relinquished|notes
2006-06-13|Devils|Claude Julien||hired as head coach
2006-06-16|Stars|Andy Moog||hired as head of player development / goaltending coach
2006-06-16|Stars|Ulf Dahlen||hired as assistant coach
2006-06-20|Canadiens|Kirk Muller||hired as assistant coach
2006-06-20|Canucks|Alain Vigneault||hired as head coach
2006-06-24|Canucks||Mike Johnston|fired as assistant coach
2006-06-25|Hurricanes|Jeff Daniels||re-signed as assistant coach
2006-06-25|Hurricanes|Peter Laviolette||re-signed as head coach
2006-06-25|Hurricanes|Kevin McCarthy||re-signed and promoted to associate coach
2006-06-27|Bruins||Mike Sullivan (B.)|fired as head coach
2006-06-29|Bruins|Dave Lewis||hired as head coach
2006-07-02|Blues|Mike Kitchen||re-signed head coach to a multi-year contract
2006-07-03|Penguins|Andre Savard||hired as assistant coach
2006-07-07|Blue Jackets||Rick Wamsley|resigned as goaltending coach
2006-07-07|Blue Jackets|Dean Blais||moved from associate coach to player development role within organization
2006-07-07|Blue Jackets|Gary Agnew||hired as assistant coach
2006-07-07|Blues|Rick Wamsley||hired as goaltending coach
2006-07-10|Kings|Jamie Kompon||hired as assistant coach
2006-07-10|Kings|Bill Ranford||hired as goaltending coach
2006-07-10|Kings|Mike Johnston||hired as associate coach
2006-07-10|Kings|Nelson Emerson||hired as video and player development coach
2006-07-11|Blues|Brad Shaw||hired as assistant coach
2006-07-12|Avalanche|Jeff Hackett||hired as goaltending coach
2006-07-12|Flames||Darryl Sutter|resigned as head coach (remained as GM)
2006-07-12|Flames|Wayne Fleming||hired as assistant coach
2006-07-12|Flames|Jim Playfair||promoted to head coach
2006-07-13|Bruins|Marc Habscheid||hired as associate coach, signed to a multi-year contract
2006-07-13|Islanders|Dan Flynn||hired as assistant coach
2006-07-13|Islanders|Daniel Lacroix||hired as assistant coach
2006-07-17|Capitals|Blaine Forsythe||hired as video coach
2006-07-18|Canucks|Barry Smith||hired as assistant coach
2006-07-18|Canucks|Mike Kelly||hired as assistant coach
2006-07-18|Canucks|Rick Bowness||hired as assistant coach
2006-07-20|Maple Leafs|Keith Acton||hired as assistant coach
2006-07-20|Maple Leafs|Randy Ladouceur||hired as assistant coach
2006-07-20|Maple Leafs|Dallas Eakins||hired as assistant coach
2006-07-20|Oilers|Craig MacTavish||re-signed as head coach to a 4-year contract extension
2006-07-25|Bruins|Doug Houda||hired as assistant coach
2006-07-25|Coyotes|Barry Smith||re-signed as associate coach to a 1-year contract extension through 08-09
2006-07-26|Penguins|Gilles Meloche||hired as goaltending coach
2006-08-01|Blue Jackets|Clint Malarchuk||hired as goaltending coach
2006-08-23|Islanders|Gilles Lefebvre||hired as goaltending coach
2006-09-12|Sabres|Brian McCutcheon||hired as associate coach
2006-09-12|Sabres|James Patrick||hired as assistant coach
2006-09-18|Flyers|Ken Hitchcock||re-signed as head coach to a 3-year contract extension through 08-09
2006-10-21|Flyers||Ken Hitchcock|fired as head coach
2006-10-21|Flyers|John Stevens||promoted to head coach
2006-10-23|Flyers|Craig Berube||hired as assistant coach
2006-11-13|Blue Jackets||Gerard Gallant|fired as head coach
2006-11-14|Blue Jackets|Gary Agnew||promoted to interim head coach
2006-11-14|Wild|Mike Ramsey||re-signed as assistant coach to a multi-year contract extension
2006-11-14|Wild|Mario Tremblay||re-signed as assistant coach to a multi-year contract extension
2006-11-20|Flyers|John Stevens||signed as head coach to a 2-year contract
2006-11-21|Blue Jackets|Ken Hitchcock||hired as head coach, signed to a 3-year contract
2006-11-26|Blackhawks||Trent Yawney|fired as head coach
2006-11-26|Blackhawks|Denis Savard||hired as head coach
2006-11-30|Maple Leafs|Paul Dennis||re-signed as player development coach to a contract extension through 07-08
2006-11-30|Maple Leafs|Steve McKichan||re-signed as goaltending coach to a contract extension through 2007-08
2006-12-05|Blackhawks|Denis Savard||re-signed as head coach to a contract extension through 2007-08
2006-12-11|Blues||Mike Kitchen|fired as head coach
2006-12-11|Blues|Andy Murray||hired as head coach
2006-12-13|Blues|Ray Bennett||hired as assistant coach
2007-03-13|Wild|Mike Ramsey||hired as assistant coach
2007-04-02|Devils||Claude Julien|fired as head coach
2007-04-02|Devils|Lou Lamoriello||hired as head coach (in addition to GM)
2007-04-10|Coyotes||Barry Smith|resigned as associate coach
2007-04-16|Hurricanes|Greg Stefan||signed as assistant coach and goaltending coach to a multi-year contract
2007-05-04|Predators|Mitch Korn||team exercised contract option on goaltending coach for 2007-08
2007-05-04|Predators|Peter Horachek||team exercised contract option on assistant coach for 2007-08
2007-05-04|Predators|Barry Trotz||team exercised contract option on head coach for 2007-08
2007-05-04|Predators|Brent Peterson||team exercised contract option on associate coach for 2007-08
2007-05-04|Predators|Robert Bouchard||team exercised contract option on video coach for 2007-08
2007-05-10|Blues|Rick Wamsley||re-signed as goaltending coach to a contract extension
2007-05-10|Blues|Scott Masters||re-signed as video coach to a contract extension
2007-05-10|Blues|Brad Shaw||re-signed as assistant coach to a contract extension
2007-05-10|Blues|Ray Bennett||re-signed as assistant coach to a contract extension
2007-05-15|Blackhawks|John Torchetti||hired as assistant coach
2007-05-24|Hurricanes|Geordie Kinnear||re-signed as AHL assistant coach to a multi-year contract
2007-05-24|Hurricanes|Tom Rowe||re-signed as AHL GM & head coach to a 2-year contract
2007-05-24|Lightning||Craig Ramsay|fired as associate coach
2007-05-31|Lightning|Mike Sullivan (B.)||hired as assistant coach
2007-06-05|Kings|Chad Smith||hired as strength & conditioning coach
2007-06-13|Ducks|Randy Carlyle||re-signed as head coach to a 1-year contract extension
2007-06-14|Flames|Mike Keenan (a)||hired as head coach
2007-06-14|Flames|Jim Playfair||demoted to associate coach
2007-06-14|Sabres|Lindy Ruff||re-signed as head coach to a multi-year contract
2007-06-15|Bruins||Dave Lewis|fired as head coach
2007-06-15|Bruins||Marc Habscheid|fired as assistant coach
2007-06-18|Senators|Bryan Murray||hired as GM (in addition to head coach)
2007-06-21|Bruins|Claude Julien||hired as head coach
2007-06-28|Blue Jackets|Clint Malarchuk||re-signed as goaltending coach to a contract extension
2007-06-28|Blue Jackets|Claude Noel||hired as assistant coach
2007-06-28|Blue Jackets|Gary Agnew||re-signed as assistant coach to a contract extension
2007-06-28|Blue Jackets|Gord Murphy||re-signed as assistant coach to a contract extension
2007-07-05|Senators|John Paddock||hired as head coach
2007-07-10|Wild|Matt Shaw||hired as video coach
2007-07-13|Devils|Brent Sutter||hired as head coach
2007-07-13|Islanders|Gerard Gallant||hired as assistant coach
2007-07-13|Islanders|John Chabot||hired as assistant coach
2007-07-16|Penguins|Michel Therrien||re-signed as head coach to a contract extension through 2008-09
2007-07-25|Devils|John MacLean||hired as assistant coach
2007-07-25|Devils|Tommy Albelin||hired as assistant coach
2007-07-25|Devils|Jacques Caron||hired as goaltending coach
2007-07-25|Devils|Larry Robinson||hired as assistant coach
2007-07-26|Blue Jackets|Tyler Wright||hired as development coach
2007-07-30|Predators|Brad Lauer||hired as AHL assistant coach
2007-08-01|Bruins|Craig Ramsay||hired as assistant coach
2007-08-01|Bruins|Geoff Ward||hired as assistant coach
2007-08-03|Oilers|Bob Mancini||hired as development coach
2007-08-09|Blackhawks|Denis Savard||re-signed as head coach to a contract extension through 2008-09
2007-08-13|Oilers|Rob Daum||hired as assistant coach, signed to a 1-year contract
2007-08-13|Panthers|Mike Kitchen||hired as assistant coach
2007-08-15|Senators|Ron Low||hired as assistant coach
2007-08-15|Senators|Eli Wilson||hired as goaltending coach
2007-08-21|Penguins|Mike Kadar||hired as strength and conditioning coach
2007-08-28|Kings|Dave Lewis||hired as assistant coach
2007-08-28|Kings|Jamie Kompon||promoted to assistant coach / director of amateur development
2007-09-04|Canucks|Barry Smith||re-signed as assistant coach to a contract extension
2007-09-10|Islanders|Mike Dunham||hired as goaltending coach
2007-09-12|Penguins|Andre Savard||re-signed as assistant coach to a 1-year contract extension
2007-09-12|Penguins|Gilles Meloche||re-signed as goaltending coach to a 2-year contract
2007-09-12|Penguins|Mike Yeo||re-signed as assistant coach to a 1-year contract extension
2007-10-17|Thrashers||Bob Hartley|fired as head coach
2007-10-17|Thrashers|Don Waddell||hired as interim head coach (in addition to GM)
2007-11-02|Islanders|Al Arbour||hired as coach, signed to a 1-day contract
2007-11-22|Capitals||Glen Hanlon|fired as head coach
2007-11-22|Capitals|Bruce Boudreau||promoted to interim head coach
2007-12-11|Hurricanes|Tom Barrasso||hired as goaltending coach
2007-12-21|Flyers|John Stevens||re-signed as head coach to a 1-year contract extension
2007-12-26|Capitals|Bruce Boudreau||promoted to head coach
2007-12-28|Stars|Dave Tippett||re-signed as head coach to a contract extension through 2008-09
2007-12-28|Stars|Mark Lamb||re-signed as assistant coach to a  contract extension through 2008-09
2007-12-28|Stars|Rick Wilson||re-signed as assistant coach to a contract extension through 2008-09
2008-01-01|Thrashers|Brad McCrimmon||promoted to associate coach
2008-01-18|Blackhawks|Mark Hardy||re-signed as assistant coach to a 1-year contract extension through 08-09
2008-02-27|Senators||John Paddock|fired as head coach
2008-02-27|Senators||Ron Low|fired as assistant coach
2008-02-27|Senators|Bryan Murray||hired as head coach (in addition to GM)
2008-04-11|Panthers||Jacques Martin|fired as head coach (remained as GM)
2008-04-22|Predators|Mitch Korn||re-signed as goaltending coach to a contract extension
2008-04-22|Predators|Peter Horachek||re-signed as assistant coach to a contract extension
2008-04-22|Predators|Barry Trotz||re-signed as head coach to a contract extension
2008-04-22|Predators|Brent Peterson||re-signed as associate coach to a contract extension
2008-04-22|Predators|Robert Bouchard||re-signed as video coach to a contract extension
2008-04-23|Capitals|Bruce Boudreau||re-signed as head coach
2008-05-07|Maple Leafs||Paul Maurice|fired as head coach
2008-05-07|Maple Leafs||Randy Ladouceur|fired as assistant coach
2008-05-09|Avalanche||Joel Quenneville|fired as head coach
2008-05-12|Sharks||Ron Wilson (Laurence)|fired as head coach
2008-05-22|Avalanche|Tony Granato||promoted to head coach
2008-05-22|Canucks||Barry Smith|fired as assistant coach
2008-05-22|Canucks||Mike Kelly|fired as assistant coach
2008-05-22|Canucks|Alain Vigneault||re-signed as head coach to a contract extension through 2009-10
2008-06-03|Lightning||John Tortorella|fired as head coach
2008-06-09|Hurricanes|Jeff Daniels||reassigned to AHL head coach & GM
2008-06-09|Hurricanes|Tom Rowe||hired as assistant coach
2008-06-09|Senators|Adam Douglas||hired as conditioning coach
2008-06-10|Kings||Marc Crawford|fired as head coach
2008-06-10|Maple Leafs|Ron Wilson||hired as head coach
2008-06-11|Red Wings|Mike Babcock||re-signed as head coach to a 3-year, ~$4.5M contract extension
2008-06-12|Sharks|Todd McLellan||hired as head coach
2008-06-13|Panthers|Peter Deboer / Pete DeBoer||hired as head coach
2008-06-13|Senators|Craig Hartsburg||hired as head coach
2008-06-17|Canucks|Ryan Walter||hired as assistant coach
2008-06-20|Thrashers|John Anderson||hired as head coach
2008-06-24|Lightning|Barry Melrose||hired as head coach
2008-06-25|Blackhawks|Paul Goodman||hired as strength and conditioning coach
2008-06-25|Oilers|Kelly Buchberger||hired as assistant coach
2008-07-08|Coyotes|Grant Fuhr||re-signed as goaltending coach to a contract extension
2008-07-09|Avalanche|Dave Barr||hired as assistant coach
2008-07-09|Blue Jackets|Ken Hitchcock||re-signed as head coach to a 3-year contract extension
2008-07-09|Lightning|Cap Raeder||hired as assistant coach
2008-07-09|Lightning|Wes Walz||hired as assistant coach
2008-07-09|Lightning|Rick Tocchet||hired as assistant coach
2008-07-09|Panthers|Jamie Pringle||hired as video coach
2008-07-09|Panthers|Jim Hulton||hired as assistant coach
2008-07-10|Coyotes|Doug Sulliman||hired as assistant coach
2008-07-10|Wild|Matt Shaw||hired as assistant coach
2008-07-11|Senators|Curtis Hunt||hired as assistant coach
2008-07-14|Islanders||Ted Nolan|fired as head coach
2008-07-14|Stars|Dave Tippett||re-signed as head coach to a contract extension through 2010-11
2008-07-15|Flyers|Eric Desjardins||hired as player development coach
2008-07-16|Kings|Terry Murray||hired as head coach
2008-07-18|Penguins|Michel Therrien||re-signed as head coach to a 3-year contract extension
2008-07-22|Maple Leafs|Rob Zettler||hired as assistant coach
2008-07-22|Maple Leafs|Tim Hunter||hired as assistant coach
2008-07-23|Blackhawks|Mike Haviland||hired as assistant coach
2008-07-23|Ducks|Randy Carlyle||re-signed as head coach to a 2-year contract extension through 2010-11
2008-07-23|Sharks|Jay Woodcroft||hired as assistant coach
2008-07-23|Sharks|Trent Yawney||hired as assistant coach
2008-07-23|Sharks|Corey Schwab||hired as goaltending development coach
2008-07-23|Sharks|Todd Richards||hired as assistant coach
2008-07-24|Thrashers|Randy Cunneyworth||hired as assistant coach
2008-07-24|Thrashers|Todd Nelson||hired as assistant coach
2008-08-04|Kings||Dave Lewis|fired as assistant coach
2008-08-04|Kings||Mike Johnston|fired as assistant coach
2008-08-04|Kings|Mark Hardy||hired as assistant coach
2008-08-04|Penguins|Dan Bylsma||hired as AHL head coach
2008-08-04|Red Wings|Brad McCrimmon||hired as assistant coach, signed to a 3-year contract
2008-08-04|Red Wings|Keith McKittrick||hired as video coach, signed to a 2-year contract
2008-08-04|Red Wings|Paul MacLean||re-signed as assistant coach to a 3-year contract
2008-08-07|Flyers|Craig Berube||hired as assistant coach
2008-08-12|Islanders|Scott Gordon||hired as head coach
2008-08-13|Canucks|Darryl Williams||hired as assistant coach
2008-08-14|Flyers|John Stevens||re-signed as head coach to a 2-year contract extension
2008-08-28|Stars|Mark Lamb||re-signed as assistant coach to a 2-year contract extension
2008-08-28|Stars|Rick Wilson||re-signed as associate coach to a 2-year contract extension
2008-08-28|Stars|Stu Barnes||hired as assistant coach, signed to a 2-year contract
2008-09-18|Flames||Wayne Fleming|resigned as assistant coach
2008-09-23|Coyotes|Ulf Samuelsson||re-signed as associate coach to a contract extension
2008-10-16|Blackhawks||Denis Savard|fired as head coach
2008-10-16|Blackhawks|Joel Quenneville||hired as head coach
2008-10-17|Blackhawks|Marc Bergevin||hired as assistant coach
2008-11-14|Lightning||Barry Melrose|fired as head coach
2008-11-14|Lightning|Rick Tocchet||promoted to interim head coach
2008-12-03|Hurricanes||Peter Laviolette|fired as head coach
2008-12-03|Hurricanes|Paul Maurice||hired as head coach
2008-12-03|Hurricanes|Ron Francis||hired as associate coach
2009-01-28|Blackhawks|Wade Flaherty||hired as developmental goaltending coach
2009-02-01|Senators||Craig Hartsburg|fired as head coach
2009-02-02|Senators|Cory Clouston||hired as head coach for the remainder of the season
2009-02-10|Oilers||Jeff Truitt|fired as AHL head coach
2009-02-10|Oilers|Rob Daum||hired as AHL head coach
2009-02-15|Penguins||Michel Therrien|fired as head coach
2009-02-15|Penguins|Andre Savard||reassigned from assistant coach to another position within the organization
2009-02-15|Penguins|Dan Bylsma||promoted to interim head coach
2009-02-15|Penguins|Tom Fitzgerald||hired as assistant coach (in addition to director of player development)
2009-02-18|Penguins|Todd Reirden||hired as AHL interim head coach
2009-02-23|Rangers||Tom Renney|fired as head coach
2009-02-23|Rangers|John Tortorella||hired as head coach
2009-03-09|Canadiens||Guy Carbonneau|fired as head coach
2009-03-09|Canadiens|Bob Gainey||hired as head coach (in addition to GM)
2009-03-10|Canadiens|Don Lever||hired as assistant coach
2009-04-08|Senators|Cory Clouston||re-signed as head coach to a 2-year contract
2009-04-13|Wild||Jacques Lemaire|resigned as head coach
2009-04-15|Oilers||Craig MacTavish|fired as head coach
2009-04-28|Penguins|Dan Bylsma||promoted to head coach, signed to a multi-year contract
2009-05-11|Lightning|Rick Tocchet||promoted to head coach, signed to a multi-year contract
2009-05-15|Blues|Rick Wamsley||re-signed as goaltending coach to a contract extension
2009-05-15|Blues|Brad Shaw||re-signed as assistant coach to a contract extension
2009-05-15|Blues|Ray Bennett||re-signed as assistant coach to a contract extension
2009-05-20|Penguins|Todd Reirden||promoted to AHL head coach
2009-05-22|Flames||Mike Keenan (a)|fired as head coach
2009-05-26|Oilers|Pat Quinn||hired as head coach
2009-05-26|Oilers|Tom Renney||hired as associate coach
2009-05-26|Oilers|Kelly Buchberger||hired as assistant coach
2009-06-01|Canadiens|Jacques Martin||hired as head coach, signed to a multi-year contract
2009-06-03|Avalanche||Tony Granato|fired as head coach
2009-06-03|Avalanche||Dave Barr|fired as assistant coach
2009-06-03|Avalanche||Jacques Cloutier|fired as assistant coach
2009-06-03|Avalanche||Jeff Hackett|fired as goaltending coach
2009-06-04|Avalanche|Joe Sacco||hired as head coach
2009-06-04|Avalanche|Sylvain Lefebvre||hired as assistant coach
2009-06-09|Devils||Brent Sutter|resigned as head coach
2009-06-10|Stars||Dave Tippett|fired as head coach
2009-06-11|Stars|Marc Crawford||hired as head coach
2009-06-15|Hurricanes|Paul Maurice||re-signed as head coach to a 3-year contract
2009-06-15|Hurricanes|Tom Barrasso||promoted to assistant coach
2009-06-15|Wild|Todd Richards||hired as head coach
2009-06-15|Flyers|Derian Hatcher||hired as player development coach
2009-06-19|Avalanche|Steve Konowalchuk||hired as assistant coach
2009-06-19|Avalanche|Adam Deadmarsh||hired as video/development coach
2009-06-19|Islanders|Dean Chynoweth||hired as assistant coach
2009-06-22|Capitals|Bob Woods||hired as assistant coach
2009-06-23|Canadiens||Doug Jarvis|fired as assistant coach
2009-06-23|Flames|Jamie McLennan||hired as assistant coach
2009-06-23|Flames|Ryan McGill||hired as assistant coach
2009-06-23|Flames|Brent Sutter||hired as head coach
2009-06-23|Flames|Dave Lowry||hired as assistant coach
2009-06-25|Flyers||Rejean Lemelin / Reggie Lemelin|fired as goaltender coach
2009-06-30|Blue Jackets|Dave Rook||hired as goaltending coach
2009-07-01|Flames|Rob Cookson||re-signed as assistant coach
2009-07-03|Wild|Dave Barr||hired as assistant coach
2009-07-06|Canadiens|Perry Pearn||hired as assistant coach
2009-07-06|Canadiens|Pierre Groulx||hired as goaltending coach
2009-07-06|Wild|Mike Ramsey||re-signed as assistant coach
2009-07-09|Flyers|Jeff Reese||hired as goaltending coach
2009-07-13|Canucks|Scott Arniel||re-signed as AHL head coach to a contract extension
2009-07-13|Devils|Jacques Lemaire||hired as head coach
2009-07-13|Devils|John MacLean||reassigned as AHL head coach
2009-07-13|Devils|Mario Tremblay||hired as assistant coach
2009-07-15|Lightning||Mike Sullivan (B.)|resigned as assistant coach (date approximate)
2009-07-16|Rangers|Mike Sullivan (B.)||hired as assistant coach
2009-07-17|Sharks|Matt Shaw||hired as assistant coach
2009-07-21|Islanders|Scott Allen||hired as assistant coach
2009-07-23|Senators|Brad Lauer||hired as assistant coach
2009-07-29|Stars||Rick Wilson|resigned as associate coach
2009-07-29|Lightning|Rick Wilson||hired as associate coach
2009-08-03|Predators|Ian Herbers||hired as AHL assistant coach
2009-08-04|Penguins|John Hynes||hired as AHL assistant coach
2009-08-04|Stars|Charlie Huddy||hired as assistant coach
2009-08-05|Penguins|Tony Granato||hired as assistant coach
2009-08-25|Oilers|Wayne Fleming||hired as assistant coach
2009-09-04|Bruins|Claude Julien||re-signed as head coach to a multi-year contract extension
2009-09-14|Blues|Andy Murray||team exercised contract option on head coach through 2010-11
2009-09-16|Lightning|Leigh Mendelson||hired as AHL assistant coach
2009-09-16|Lightning|Jim Johnson (b)?||hired as AHL associate coach
2009-09-21|Coyotes|Dave King||hired as assistant coach
2009-09-21|Coyotes|Sean Burke||re-assigned to goaltending coach
2009-09-24|Canucks|Alain Vigneault||re-signed as head coach to a contract extension through 2012-13
2009-09-24|Coyotes||Wayne Gretzky|resigned as head coach and director of hockey operations
2009-09-24|Coyotes|Dave Tippett||hired as head coach, signed to a 4-year contract
2009-10-02|Lightning|Adam Oates||hired as assistant coach
2009-11-23|Coyotes||Greg Ireland|fired as AHL head coach
2009-11-23|Coyotes|Mike Pelino||hired as AHL assistant coach
2009-11-23|Coyotes|Ray Edwards||hired as interim AHL head coach
2009-11-29|Bruins|Bob Essensa||re-signed as goaltending coach to a multi-year contract extension
2009-11-29|Bruins|Doug Houda||re-signed as assistant coach to a multi-year contract extension
2009-11-29|Bruins|Brant Berglund||re-signed as video coach to a multi-year contract extension
2009-11-29|Bruins|Craig Ramsay||re-signed as assistant coach to a multi-year contract extension
2009-11-29|Bruins|Geoff Ward||re-signed as assistant coach to a multi-year contract extension
2009-12-04|Flyers||John Stevens|fired as head coach
2009-12-04|Flyers|Peter Laviolette||hired as head coach
2010-01-02|Blues||Andy Murray|fired as head coach
2010-01-02|Blues|Davis Payne||hired as interim head coach
2010-01-13|Senators||Eli Wilson|fired as goaltending coach
2010-01-21|Lightning|Ben Eaves||hired as AHL strength and conditioning / video coach
2010-02-03|Blue Jackets||Ken Hitchcock|fired as head coach
2010-02-03|Blue Jackets|Claude Noel||promoted to interim head coach
2010-02-24|Lightning||Wes Walz|fired as assistant coach
2010-02-24|Lightning|Jim Johnson (b)?||promoted to assistant coach
2010-04-03|Lightning|Jim Johnson (b)?||reassigned to AHL head coach
2010-04-12|Blue Jackets||Karl Goehring|fired as AHL coach
2010-04-12|Blue Jackets||Trent Cull|fired as AHL coach
2010-04-12|Blue Jackets||Ross Yates|fired as AHL coach
2010-04-12|Lightning||Rick Tocchet|fired as head coach
2010-04-14|Blues|Davis Payne||promoted to head coach
2010-04-14|Thrashers||Randy Cunneyworth|fired as assistant coach
2010-04-14|Thrashers||Steve Weeks|fired as assistant coach
2010-04-14|Thrashers||John Anderson|fired as head coach
2010-04-14|Thrashers||Todd Nelson|fired as assistant coach
2010-04-26|Devils||Jacques Lemaire|retired as head coach
2010-04-29|Sabres|Lindy Ruff||team exercised contract on head coach through 2010-11
2010-05-06|Blues||Rick Wamsley|fired as AHL coach
2010-06-01|Canucks|Scott Mellanby||hired as assistant coach
2010-06-08|Blue Jackets|Scott Arniel||hired as head coach
2010-06-10|Lightning|Guy Boucher||hired as head coach
2010-06-13|Kings||Mark Hardy|resigned as assistant coach
2010-06-14|Ducks|Mike Stapleton||hired as AHL assistant coach
2010-06-15|Blue Jackets||Barry Brennan|fired as strength and conditioning coach
2010-06-15|Blue Jackets||Claude Noel|fired as interim head coach
2010-06-15|Blue Jackets||Gary Agnew|fired as assistant coach
2010-06-15|Blue Jackets||Gord Murphy|fired as assistant coach
2010-06-15|Blues|Jaroslav Bednar / Jared Bednar||hired as AHL head coach
2010-06-16|Wild|Mike Yeo||hired as AHL head coach
2010-06-17|Devils|John MacLean||promoted to head coach
2010-06-17|Wild||Mike Ramsey|resigned as assistant coach
2010-06-21|Blues|Corey Hirsch||hired as goaltending coach
2010-06-21|Canucks|Claude Noel||hired as AHL head coach
2010-06-22|Canucks|Roland Melanson||hired as goaltending coach
2010-06-22|Oilers|Tom Renney||promoted to head coach
2010-06-22|Senators||Don Nachbaur|resigned as AHL head coach
2010-06-23|Blue Jackets|Brad Berry||hired as assistant coach
2010-06-24|Ducks|Mike Foligno||hired as assistant coach
2010-06-24|Kings|John Stevens||hired as assistant coach, signed to a multi-year contract
2010-06-24|Kings|Terry Murray||re-signed as head coach to a 2-year contract extension
2010-06-24|Thrashers|Craig Ramsay||hired as head coach
2010-06-29|Blue Jackets|Kevin Collins||hired as strength and conditioning coach
2010-06-29|Devils|Adam Oates||hired as assistant coach
2010-07-01|Blue Jackets|Dan Hinote||hired as assistant coach
2010-07-05|Blue Jackets|Bob Boughner||hired as assistant coach
2010-07-07|Blackhawks||John Torchetti|resigned as assistant coach (date approximate)
2010-07-08|Thrashers|John Torchetti||hired as associate coach
2010-07-12|Blackhawks|Mike Haviland||re-signed as assistant coach
2010-07-12|Blackhawks|Mike Kitchen||hired as assistant coach
2010-07-12|Thrashers|Mike Stothers||hired as assistant coach
2010-07-13|Stars|Stu Barnes||re-signed as assistant coach to a 2-year contract
2010-07-13|Stars|Willie Desjardins||hired as associate coach
2010-07-14|Coyotes|Jeff Truitt||hired as AHL assistant coach
2010-07-14|Coyotes|Ray Edwards||promoted to AHL head coach
2010-07-15|Oilers|Steve Smith||hired as assistant coach
2010-07-15|Oilers|Todd Nelson||hired as AHL head coach
2010-07-20|Canadiens|Randy Cunneyworth||hired as AHL head coach
2010-07-20|Canadiens|Randy Ladouceur||hired as AHL assistant coach
2010-07-20|Lightning|Daniel Lacroix||hired as assistant coach
2010-07-20|Lightning|Martin Raymond||hired as assistant coach
2010-07-23|Lightning|Wayne Fleming||hired as assistant coach
2010-07-27|Canadiens|Pierre Allard||hired as strength and conditioning coach
2010-07-28|Senators|Rick Wamsley||hired as goaltending coach
2010-07-30|Oilers|Ralph Krueger||hired as associate coach
2010-07-31|Penguins|Todd Reirden||promoted to assistant coach
2010-07-31|Penguins|John Hynes||promoted to AHL head coach
2010-08-03|Blue Jackets|Rob Riley||hired as AHL head coach
2010-08-03|Canucks||Ryan Walter|fired as assistant coach
2010-08-03|Canucks|Darryl Williams||re-signed as assistant coach
2010-08-03|Canucks|Newell Brown||hired as assistant coach
2010-08-03|Canucks|Rick Bowness||re-signed as associate coach
2010-08-04|Bruins|Doug Jarvis||hired as assistant coach
2010-08-06|Senators|Kurt Kleinendorst||hired as AHL head coach, signed to a 2-year contract through 2011-12
2010-08-09|Lightning|Jon Cooper||hired as AHL head coach
2010-08-09|Flyers|Riley Cote||hired as AHL assistant coach
2010-08-10|Devils|Kevin Dean||hired as ECHL head coach
2010-08-10|Devils|Rick Kowalsky||hired as AHL head coach
2010-08-10|Devils|Tommy Albelin||hired as AHL assistant coach
2010-08-10|Wild|Rick Wilson||hired as assistant coach
2010-08-12|Sabres|Eric Weinrich||re-signed as AHL assistant coach
2010-08-12|Sabres|Kevin Dineen||re-signed as AHL head coach
2010-08-20|Penguins|Alain Nasreddine||hired as AHL assistant coach
2010-08-23|Coyotes|Brian Pellerin||hired as AHL assistant coach
2010-08-26|Senators|Steve Stirling||hired as AHL assistant coach
2010-08-27|Lightning|Mike Flanagan||hired as AHL assistant coach
2010-08-31|Blues|Dan Brooks (a)||hired as assistant coach
2010-08-31|Blues|Evan Levy||hired as AHL strength and conditioning coach
2010-09-01|Blackhawks|Steve Poapst||hired as AHL assistant coach
2010-09-10|Wild|Darby Hendrickson||hired as assistant coach
2010-09-16|Blackhawks|Joel Quenneville||re-signed as head coach to a 3-year contract extension through 2013-14
2010-10-11|Red Wings|Mike Babcock||re-signed as head coach to a 4-year contract extension
2010-11-08|Flyers||Greg Gilbert|fired as AHL head coach
2010-11-08|Flyers|John Paddock||hired as interim AHL head coach (in addition to assistant GM)
2010-11-15|Islanders||Scott Gordon|fired as head coach
2010-11-15|Islanders|Jack Capuano||promoted to interim head coach
2010-12-14|Ducks|Randy Carlyle||re-signed as head coach to a 1-year contract extension through 2011-12
2010-12-23|Devils||John MacLean|fired as head coach
2010-12-23|Devils|Jacques Lemaire||hired as interim head coach
2011-03-09|Penguins|Dan Bylsma||re-signed as head coach to a 3-year contract extension through 2013-14
2011-04-09|Senators||Cory Clouston|fired as head coach
2011-04-09|Senators||Greg Carvel|fired as assistant coach
2011-04-09|Senators||Brad Lauer|fired as assistant coach
2011-04-10|Devils||Jacques Lemaire|retired as head coach
2011-04-10|Panthers||Peter Deboer / Pete DeBoer|fired as head coach
2011-04-11|Wild||Todd Richards|fired as head coach
2011-04-12|Islanders|Jack Capuano||promoted to head coach
2011-04-12|Stars||Marc Crawford|fired as head coach
2011-04-29|Sabres|Lindy Ruff||re-signed as head coach to a multi-year contract extension
2011-05-02|Coyotes||Ulf Samuelsson|resigned as associate coach
2011-05-17|Hurricanes||Ron Francis|resigned as associate coach (remained as director of player personnel)
2011-05-18|Blue Jackets||Bob Boughner|resigned as assistant coach
2011-05-19|Red Wings||Brad McCrimmon|resigned as assistant coach
2011-05-26|Blues|Corey Hirsch||re-signed as goaltending coach to a contract extension
2011-05-26|Blues|Scott Masters||re-signed as assistant coach to a contract extension
2011-05-26|Blues|Brad Shaw||re-signed as assistant coach to a contract extension
2011-05-26|Blues|Ray Bennett||re-signed as assistant coach to a contract extension
