date|team|acquired|relinquished|notes
2010-01-27|Browns|Kent Johnston||hired as head strength and conditioning coach
2010-01-27|Eagles|Ken Croner||hired as assistant strength and conditioning coach
2010-01-27|Eagles|Barry Rubin||promoted to head strength and conditioning coach
2010-01-27|Giants|Robert Nunn||hired as defensive line coach
2010-01-27|Jaguars||Ted Monachino|fired as defensive line coach
2010-01-27|Jaguars|Joe Cullen||hired as defensive line coach
2010-01-29|Giants||Chris Palmer|retired as quarterbacks coach
2010-01-29|Steelers|Jerry Olsavsky||hired as defensive quality control coach
2010-01-30|Ravens|Jim Zorn||hired as quarterbacks coach
2010-02-01|Bills|Bruce DeHaven||hired as special teams coach
2010-02-01|Bills|George Cortez||hired as quarterbacks coach
2010-02-01|Bills|Stan Hixon||hired as wide receivers coach
2010-02-01|Chiefs|Bernie Parmalee||hired as tight ends coach
2010-02-01|Chiefs|Otis Smith||hired as defensive quality control coach
2010-02-02|Bears|Mike DeBord||hired as tight ends coach
2010-02-02|Redskins|Keenan McCardell||hired as receivers coach
2010-02-02|Texans|Gary Kubiak||re-signed as head coach to a 3-year contract extension
2010-02-03|Eagles|Dick Jauron||hired as senior assistant / defensive backs coach
2010-02-04|49ers|Ray Brown||hired as assistant offensive line coach
2010-02-04|Panthers|Earnest Byner||hired as running backs coach
2010-02-04|Panthers|Rob Boras||hired as tight ends coach
2010-02-04|Pantherse|Ben Albert||hired as assistant defensive line coach
2010-02-05|Bears|Shane Day||hired as quarterbacks coach
2010-02-05|Bears|Andrew Hayes-Stoker||hired as offensive quality control coach
2010-02-05|Bears|Eric Washington||promoted to defensive line coach
2010-02-05|Bears|Mikal Smith||hired as defensive quality control coach
2010-02-05|Cardinals|Tommie Robinson||hired as running backs coach
2010-02-08|Raiders|Clancy Pendergast||hired as assistant coach
2010-02-08|Redskins|Richard Hightower||hired as assistant special teams coach
2010-02-08|Texans|Cedric Smith||hired as strength and conditioning coach
2010-02-08|Texans|Perry Carter||promoted to assistant defensive backs coach
2010-02-09|Bills|Eric Ciano||hired as co-strength and conditioning coach
2010-02-09|Bills|John Gamble||hired as co-strength and conditioning coach
2010-02-10|Rams|Nolan Cromwell||hired as wide receivers coach
2010-02-10|Texans|Gary Kubiak||re-signed as head coach to a contract extension through 2012
2010-02-12|Giants|John Sullivan||promoted to quarterbacks coach
2010-02-12|Giants|Sean Ryan (b)||promoted to receivers coach
2010-02-12|Jets|Mark Carrier||hired as defensive line coach
2010-02-12|Redskins|Ray Wright||hired as assistant strength & conditioning coach
2010-02-16|Bills|Stan Kwan||hired as special teams assistant coach
2010-02-16|Falcons|Bill Musgrave||promoted to assistant head coach
2010-02-16|Redskins|Paul Kelly||hired as assistant to the head coach / football administration
2010-02-16|Steelers|Scottie Montgomery||hired as wide receivers coach
2010-02-17|Bills|Bobby Johnson||hired as assistant offensive line coach
2010-02-17|Redskins|Richmond Flowers||hired as coaching assistant
2010-02-19|Bills|Daryl Daye||hired as assistant coach
2010-02-22|Cardinals|Donnie Henderson||hired as defensive backs coach
2010-02-22|Giants|Kevin Gilbride Jr. / Kevin Gilbride (M.)||hired as offensive quality control coach
2010-02-24|Bengals|Jeff Friday||hired as assistant strength and conditioning coach
2010-02-24|Bengals|Kyle Caskey||hired as offensive quality control coach
2010-02-25|Cardinals|Ken Whisenhunt||re-signed as head coach to a contract extension through 2013
2010-02-26|Redskins|Chad Englehart||hired as assistant strength and conditioning coach
2010-02-26|Redskins|Malcolm Blacken||hired as assistant strength and conditioning coach
2010-03-15|Vikings|Matt Sheldon||hired as assistant defensive backs coach
2010-03-20|Colts|Ron Prince||hired as assistant offensive line coach
2010-03-20|Colts|Ron Turner||hired as wide receivers coach
2010-07-13|Steelers|Mike Tomlin||re-signed as head coach to a 3-year contract extension / 2-year contract extension through 2012 (E)
2010-07-26|Vikings|Eric Bieniemy||promoted to assistant head coach/offense
2010-07-30|Jets|Rex Ryan||re-signed as head coach to a 2-year contract extension through 2014
2010-09-04|Seahawks||Alex Gibbs|retired as offensive line coach
2010-09-06|Seahawks|Pat Ruel||hired as offensive line coach
2010-09-27|49ers|Jason Michael||promoted to quarterbacks coach
2010-10-05|Dolphins|Darren Rizzi||hired as special teams coach
2010-11-08|Cowboys||Wade Phillips|fired as head coach
2010-11-08|Cowboys|Jason Garrett||promoted to interim head coach
2010-11-22|Vikings||Brad Childress|fired as head coach
2010-11-22|Vikings|Leslie Frazier||promoted to interim head coach
2010-12-06|Broncos||Josh McDaniels|fired as head coach
2010-12-06|Broncos|Eric Studesville||promoted to interim head coach
2010-12-26|49ers||Mike Singletary|fired as head coach
2010-12-26|49ers|Jim Tomsula||promoted to interim head coach
2010-12-31|Panthers||John Fox|fired as head coach
2011-01-03|Browns||Eric Mangini|fired as head coach
2011-01-03|Chargers||Steve Crosby|fired as special teams coach
2011-01-03|Texans||David Gibbs|fired as defensive backs coach
2011-01-03|Texans||Robert Saleh|fired as assistant linebackers coach
2011-01-03|Texans||Johnny Holland|fired as linebackers coach
2011-01-03|Vikings|Leslie Frazier||promoted to head coach, signed to a 3-year contract
2011-01-04|Bengals|Marvin Lewis||re-signed as head coach to a 2-year contract
2011-01-04|Raiders||Tom Cable|team declined to exercise contract option on head coach
2011-01-06|Cowboys|Jason Garrett||promoted to head coach
2011-01-07|49ers|Jim Harbaugh||hired as head coach, signed to a 5-year contract
2011-01-08|Buccaneers|Raheem Morris||team exercised 2-year contract option as head coach
2011-01-08|Dolphins|Tony Sparano Sr.||re-signed as head coach to a 2-year contract extension
2011-01-11|Chargers|Rich Bisaccia||hired as special teams coach
2011-01-11|Panthers|Ron Rivera||hired as head coach
2011-01-13|Broncos|John Fox||hired as head coach, signed to a 4-year, $14M contract
2011-01-13|Browns|Pat Shurmur||hired as head coach
2011-01-14|49ers|Tim Drevno||hired as offensive line coach
2011-01-17|Broncos|Dave Magazu||hired as offensive line coach
2011-01-17|Broncos|Tyke Tolbert||hired as wide receivers coach
2011-01-17|Panthers|Ron Meeks||demoted to secondary coach
2011-01-17|Panthers|Sam Mills III||re-signed as assistant defensive line coach and defensive quality control coach
2011-01-17|Raiders|Hue Jackson||promoted to head coach
2011-01-18|Seahawks|Tom Cable||hired as offensive line coach and assistant head coach
2011-01-18|Seahawks|Kris Richard||promoted to defensive backs coach/cornerbacks
2011-01-18|Seahawks|Rocky Seto||promoted to assistant defensive backs coach/safeties
2011-01-18|Seahawks|Todd Wash / Todd Washington (a)?||hired as defensive line coach
2011-01-19|49ers|Ed Donatell||hired as secondary coach
2011-01-19|49ers|Geep Chryst||hired as quarterbacks coach
2011-01-19|49ers|Jim Leavitt||hired as linebackers coach
2011-01-19|Eagles|Jim Washburn||hired as defensive line coach
2011-01-19|Rams||Dick Curl|retired as quarterbacks coach
2011-01-19|Vikings|Mike Singletary||hired as special assistant to the head coach and linebackers coach
2011-01-20|Vikings|Craig Johnson||hired as quarterbacks coach
2011-01-20|Vikings|Jeff Davidson||hired as offensive line coach
2011-01-21|49ers|Ejiro Evero||hired as quality control coach
2011-01-21|Bills|Dave Wannstedt||hired as assistant head coach
2011-01-21|Jaguars|Johnny Cox||promoted to receivers coach
2011-01-21|Jaguars|Matt Griffin||promoted to quality control coach
2011-01-21|Jaguars|Todd Monken||promoted to quarterbacks coach
2011-01-21|Panthers|Mike Shula||hired as quarterbacks coach
2011-01-22|Buccaneers|Pat Morris||hired as offensive line coach
2011-01-24|Vikings|James Saxon||hired as running backs coach
2011-01-25|49ers|Brad Seely||hired as assistant head coach / special teams coordinator
2011-01-25|49ers|Kevin Tolbert||hired as assistant strength and conditioning coach
2011-01-25|Broncos|Ron Milus||hired as secondary coach
2011-01-25|Broncos|Richard Smith||hired as linebackers coach
2011-01-25|Panthers|Ray Brown||hired as assistant offensive line coach
2011-01-26|Dolphins|Dave Fipp||hired as assistant special teams coach
2011-01-26|Dolphins|Ike Hilliard||hired as assistant wide receivers coach
2011-01-26|Dolphins|Karl Dorrell||promoted to quarterbacks coach
2011-01-26|Dolphins|Steve Bush||promoted to receivers coach
2011-01-26|Dolphins|Tony Sparano Jr.||hired as offensive quality control coach
2011-01-27|Broncos|Sam Garnes||hired as secondary coach
2011-01-27|Broncos|Keith Burns||hired as special teams coach
2011-01-27|Panthers|Scott Turner||hired as offensive quality control coach
2011-01-27|Raiders|Steve Wisniewski||hired as offensive line coach
2011-01-27|Ravens||Jim Zorn|fired as quarterbacks coach
2011-01-27|Titans||Jeff Fisher|resigned/fired as head coach
2011-01-28|49ers|Bobby Engram||hired as offensive assistant coach
2011-01-31|Browns|Dwaine Board||hired as defensive line coach
2011-01-31|Browns|Mark Whipple||hired as quarterbacks coach
2011-01-31|Browns|Bill Davis||hired as linebackers coach
2011-01-31|Browns|Mike Wilson||hired as wide receivers coach
2011-01-31|Cowboys|Matt Eberflus||hired as linebackers coach
2011-01-31|Jets||Sal Alosi|resigned as strength and conditioning coach
2011-01-31|Panthers|Fred Graves||hired as wide receivers coach
2011-01-31|Panthers|Pete Hoener||hired as tight ends coach
2011-01-31|Raiders|Bob Wylie||hired as offensive line coach
2011-01-31|Bears||Eric Washington|resigned as defensive line coach (date approximate)
2011-01-31|Panthers|Eric Washington||hired as defensive line coach
2011-02-03|Bears|Mike Phair||hired as defensive line coach
2011-02-03|Falcons|Mike Smith (d)||re-signed as head coach to a 3-year contract extension
2011-02-04|49ers|Peter Hansen||hired as defensive assistant/quality control coach
2011-02-04|49ers|Reggie Davis||hired as tight ends coach
2011-02-04|Panthers|John Settle||hired as running backs coach
2011-02-04|Panthers|Warren Belin||hired as linebackers coach
2011-02-07|Eagles|Mike Zordich||hired as secondary/safeties coach
2011-02-07|Eagles|Mike Caldwell||promoted to linebackers coach
2011-02-07|Panthers|Joe Kenn||hired as strength and conditioning coach
2011-02-07|Titans|Mike Munchak||promoted to head coach
2011-02-08|Buccaneers|Grady Stretz||hired as co-defensive line coach
2011-02-08|Buccaneers|Tyrone Pettaway||hired as defensive quality control coach
2011-02-08|Buccaneers|Keith Millard||hired as co-defensive line coach
2011-02-08|Eagles|Bobby April Jr.||hired as defensive quality control coach
2011-02-08|Eagles|Doug Pederson||promoted to quarterbacks coach
2011-02-08|Eagles|Duce Staley||promoted to special teams quality control coach
2011-02-08|Eagles|Johnnie Lynn||hired as secondary/cornerbacks coach
2011-02-08|Redskins|Chris Morgan||hired as assistant offensive line coach
2011-02-09|Colts|David Walker||hired as running backs coach
2011-02-09|Colts|Devin Fitzsimmons||hired as coaching assistant
2011-02-09|Titans|Bruce Matthews (a)||hired as offensive line coach
2011-02-11|Cowboys|Jimmy Robinson||hired as wide receivers coach
2011-02-12|Jaguars|Mike Sheppard||hired as quarterbacks coach
2011-02-14|Browns|Chris Beake||hired as offensive coach
2011-02-14|Browns|George Warhop||re-signed as offensive line coach
2011-02-14|Browns|Luke Steckel||re-signed as assistant to the head coach
2011-02-14|Browns|Chuck Bullough||hired as defensive coach
2011-02-14|Browns|Gary Brown||re-signed as running backs coach
2011-02-14|Browns|Jerome Henderson||re-signed as defensive backs coach
2011-02-14|Browns|Keith Gilbertson||hired as senior assistant-offense coach
2011-02-14|Browns|Kent Johnston||re-signed as head strength and conditioning coach
2011-02-14|Browns|Ray Rhodes||hired as senior assistant-defense coach
2011-02-14|Browns|Rick Lyle||re-signed as assistant strength and conditioning coach
2011-02-14|Browns|Shawn Mennenga||hired as special teams coach
2011-02-14|Browns|Steve Hagen||re-signed as tight ends coach
2011-02-14|Falcons|Bob Bratkowski||hired as quarterbacks coach
2011-02-14|Jets|Bill Hughan||hired as strength and conditioning coach
2011-02-14|Raiders|Rod Woodson||hired as cornerbacks coach
2011-02-14|Ravens|John Harbaugh||re-signed as head coach to a 3-year contract extension through 2014
2011-02-15|Cardinals|Louie Cioffi||hired as defensive backs coach
2011-02-15|Chiefs|Jim Zorn||hired as quarterbacks coach
2011-02-16|Bears|Mike Tice||re-signed as offensive line coach to a 1-year contract extension through 2012
2011-02-16|Bears|Bob Babich||re-signed as linebackers coach
2011-02-16|Bears|Jon Hoke||re-signed defensive backs coach
2011-02-16|Bears|Tim Spencer||re-signed as running backs coach
2011-02-16|Colts|Frank Reich||re-assigned to receivers coach
2011-02-16|Colts|Ron Turner||re-assigned to quarterbacks coach
2011-02-16|Redskins|Sean McVay||hired as tight ends coach
2011-02-16|Titans|Tracy Rocker||hired as defensive line coach
2011-02-17|49ers|Greg Jackson||hired as assistant secondary coach
2011-02-17|Chargers|Steve Wilks||promoted to assistant head coach-secondary
2011-02-17|Titans|Dave McGinnis||hired as senior assistant coach
2011-02-17|Titans|Frank Bush||hired as linebackers coach
2011-02-21|Bengals|James Urban||hired as receivers coach
2011-02-21|Dolphins|Bryan Cox||hired as pass rush coach
2011-02-22|Titans|Art Valero||hired as assistant offensive line coach
2011-02-22|Titans|Chet Parlavecchio||hired as assistant special teams coach
2011-02-22|Titans|Dave Ragone||hired as wide receivers coach
2011-02-23|49ers|Michael Christianson||hired as coordinator of football information technology/offensive quality control coach
2011-02-25|Bears|Lovie Smith||re-signed as head coach to a 2-year contract extension through 2013
2011-02-25|Packers|Edgar Bennett||hired as wide receivers coach
2011-02-25|Packers|Jerry Fontenot||hired as running backs coach
2011-02-25|Packers|Joel Hilgenberg||hired as offensive quality control coach
2011-02-25|Packers|John Rushing||hired as assistant wide receivers/special teams coach
2011-02-25|Seahawks|Carl Smith||hired as quarterbacks coach
2011-03-04|Packers|Mike McCarthy||re-signed as head coach to a 3-year contract extension
2011-03-04|Texans|Bobby King||hired as defensive assistant coach
2011-03-04|Titans|Curtis Fuller||hired as assistant secondary coach
2011-03-07|Steelers|Carnell Lake||hired as defensive backs coach
2011-03-14|Saints|John Bonamego||hired as assistant special teams coach
2011-03-14|Saints|Mike Mallory||promoted to assistant secondary coach
2011-03-14|Saints|Tony Oden||promoted to secondary coach
2011-03-24|Rams|Josh McDaniels||hired as quarterbacks coach (in addition to offensive coordinator)
2011-05-26|Lions|Brandon Fisher||hired as defensive assistant coach
2011-07-27|Giants|Tom Coughlin||re-signed as head coach to a contract extension through 2012
2011-09-05|Saints|Sean Payton||re-signed as head coach to a 3-year contract extension through 2015
2011-11-29|Jaguars||Jack Del Rio|fired as head coach
2011-11-29|Jaguars|Mel Tucker||promoted to interim head coach
2011-11-30|Jaguars||Johnny Cox|fired as receivers coach
2011-11-30|Jaguars||Mike Sheppard|reassigned to receivers coach
2011-11-30|Jaguars|Dirk Koetter||hired as quarterbacks coach (in addition to offensive coordinator)
2011-12-12|Chiefs||Todd Haley|fired as head coach
2011-12-12|Chiefs|Romeo Crennel||promoted to interim head coach (in addition to defensive coordinator)
2011-12-12|Dolphins||Tony Sparano Sr.|fired as head coach
2011-12-12|Dolphins|Todd Bowles||promoted to interim head coach
2012-01-02|Buccaneers||Raheem Morris|fired as head coach
2012-01-02|Rams||Steve Spagnuolo|fired as head coach
2012-01-04|Titans||Curtis Fuller|fired as assistant secondary coach
2012-01-04|Titans||Marcus Robertson|fired as secondary coach
2012-01-09|Chiefs|Romeo Crennel||promoted to head coach (in addition to defensive coordinator)
2012-01-10|Jaguars|Mike Mularkey||hired as head coach
2012-01-10|Raiders||Hue Jackson|fired as head coach
2012-01-11|Bills|William Inge||hired as assistant defensive line coach
2012-01-11|Redskins|Raheem Morris||hired as defensive backs coach
2012-01-12|Cowboys|Bill Callahan||hired as offensive coordinator and offensive line coach
2012-01-12|Cowboys|Jerome Henderson||hired as secondary coach
2012-01-13|Bills|David Lee||hired as quarterbacks coach
2012-01-13|Jaguars|Joe Cullen||re-signed as defensive line coach
2012-01-13|Jaguars|Mark Duffner||re-signed as linebackers coach
2012-01-13|Jets|Sanjay Lal||hired as wide receivers coach
2012-01-13|Rams|Jeff Fisher||hired as head coach, signed to a 5-year contract
2012-01-15|Panthers|Steve Wilks||hired as secondary coach
2012-01-16|Jaguars|Craig Aukerman||hired as assistant special teams coach
2012-01-16|Titans|Brett Maxie||hired as secondary coach
2012-01-17|||Mike Martz|retired as coach
2012-01-17|Colts||Jim Caldwell|fired as head coach
2012-01-18|Jaguars|Marlon McCree||hired as assistant secondary coach
2012-01-19|Colts||Jon Torine|fired as strength and conditioning coach
2012-01-19|Colts||Pete Metzelaars|fired as offensive line coach
2012-01-19|Colts||Devin Fitzsimmons|fired as coaching assistant
2012-01-19|Colts||Frank Reich|fired as wide receivers coach
2012-01-19|Colts||John Teerlinck|fired as defensive line coach
2012-01-19|Colts||Ron Turner|fired as quarterbacks coach
2012-01-19|Jaguars|Greg Olson||hired as quarterbacks coach
2012-01-19|Jaguars|Tony Oden||hired as secondary coach
2012-01-20|Dolphins|Joe Philbin||hired as head coach
2012-01-20|Jaguars|Sylvester Croom||hired as running backs coach
2012-01-20|Jaguars|Bobby Johnson||hired as tight ends coach
2012-01-20|Jaguars|Jerry Sullivan||hired as receivers coach
2012-01-23|Browns|Tim Hauck||hired as defensive backs coach
2012-01-23|Falcons||Alvin Reynolds|fired as defensive backs coach
2012-01-23|Redskins|Ike Hilliard||hired as wide receivers coach
2012-01-24|Chargers|Rich Bisaccia||promoted to assistant head coach-special teams
2012-01-24|Chargers|Ron Meeks||hired as secondary coach
2012-01-24|Jaguars|Charlie Skalaski||hired as assistant to the head coach/offensive assistant
2012-01-24|Jaguars|Josh Hingst||hired as assistant strength and conditioning coach
2012-01-24|Jaguars|Andy Heck||hired as offensive line coach
2012-01-24|Jets|Dave DeGuglielmo||hired as offensive line coach
2012-01-25|Colts|Chuck Pagano||hired as head coach
2012-01-26|Buccaneers|Greg Schiano||hired as head coach, signed to a 5-year contract
2012-01-27|Jaguars|Tom Myslinski||hired as strength & conditioning coach
2012-01-27|Jaguars|Patrick Mularkey||hired as assistant strength coach
2012-01-27|Raiders|Dennis Allen||hired as head coach
2012-01-29|Falcons|Pat Hill||hired as offensive line coach
2012-01-30|Chiefs||Pat Perles|fired as assistant offensive line coach
2012-01-30|Chiefs||Richie Anderson|fired as wide receivers coach
2012-01-30|Chiefs||Steve Hoffman|fired as special teams coach
2012-01-30|Chiefs|Tom McMahon||hired as special teams coach
2012-01-30|Dolphins|Dan Campbell (A.)||re-signed as tight ends coach
2012-01-30|Dolphins|Darren Krein||re-signed as strength coach
2012-01-30|Dolphins|George Edwards||hired as linebackers coach
2012-01-30|Dolphins|Zac Taylor||hired as assistant quarterbacks coach
2012-01-30|Eagles|Todd Bowles||hired as secondary coach
2012-01-30|Ravens|Jim Caldwell||hired as quarterbacks coach
2012-01-31|Colts||Ricky Thomas|fired as tight ends coach
2012-01-31|Colts||Ron Prince|fired as assistant offensive line coach
2012-01-31|Colts|Harold Goodwin||hired as offensive line coach
2012-01-31|Falcons|Glenn Thomas||promoted to quarterbacks coach
2012-01-31|Falcons|Joe Danna||promoted to defensive backs coach
2012-01-31|Titans|Nate Kaczor||hired as assistant offensive line coach
2012-02-01|Dolphins|Jim Turner||hired as offensive line coach
2012-02-02|Raiders|Frank Pollack||hired as offensive line coach
2012-02-02|Raiders|John Greico||hired as assistant strength and conditioning coach
2012-02-02|Raiders|Steve Wisniewski||hired as assistant offensive line coach
2012-02-02|Raiders|Al Miller||hired as strength and conditioning coach
2012-02-02|Raiders|Eric Sanders||hired as defensive quality control coach
2012-02-02|Raiders|Justin Griffith||hired as offensive quality control coach
2012-02-02|Raiders|Kelly Skipper||hired as running backs coach
2012-02-02|Ravens|Don Martindale||hired as linebackers coach
2012-02-07|Bears|Jeremy Bates||hired as quarterbacks coach
2012-02-07|Bills|Pete Metzelaars||hired as tight ends coach
2012-02-07|Saints|Andre Curtis||hired as assistant secondary coach
2012-02-07|Saints|Ken Flajole||hired as secondary coach
2012-02-08|Bears|Tim Holt||hired as offensive line coach
2012-02-08|Cardinals|Mike McNulty||reassigned to quarterbacks coach
2012-02-08|Cardinals|Frank Reich||hired as wide receivers coach
2012-02-10|Dolphins|Chris Mosley||hired as assistant offensive line coach
2012-02-10|Dolphins|Daniel Adams / Blue Adams||hired as assistant defensive backs coach
2012-02-10|Dolphins|Jeff Nixon||re-signed as running backs coach
2012-02-10|Texans|Karl Dorrell||hired as quarterbacks coach
2012-02-13|Bengals|Mark Carrier||hired as defensive backs coach
2012-02-13|Bengals|Paul Guenther||promoted to linebackers coach
2012-02-13|Buccaneers|John Davis (b) / Butch Davis||hired as special assistant to the head coach
2012-02-13|Jets|Justus Galac||hired as assistant strength and conditioning coach
2012-02-13|Jets|Paul Ricci||hired as assistant strength and conditioning coach
2012-02-13|Jets|Bob Sutton||promoted to assistant head coach / linebackers coach
2012-02-13|Jets|Karl Dunbar||hired as defensive line coach
2012-02-13|Jets|Lance Taylor||promoted to assistant tight ends coach / quality control
2012-02-13|Jets|Mike Smith (d)||hired as outside linebackers coach
2012-02-13|Lions|Marcus Robertson||hired as defensive assistant/secondary coach
2012-02-13|Lions|Tim Walton||promoted to secondary coach / third-down package coach
2012-02-13|Packers|Alex Van Pelt||hired as running backs coach
2012-02-13|Packers|Ben McAdoo||reassigned to quarterbacks coach
2012-02-13|Packers|Jerry Fontenot||reassigned to tight ends coach
2012-02-13|Packers|Joel Hilgenberg||promoted to assistant offensive line coach
2012-02-14|Chiefs|Derius Swinton||hired as special teams coach
2012-02-14|Chiefs|Jack Bicknell Jr.||hired as offensive line coach
2012-02-14|Chiefs|Jim Bob Cooter||hired as offensive quality control coach
2012-02-14|Colts|Jeff FitzGerald / Jeff Fitzgerald||hired as linebackers coach
2012-02-14|Colts|Alfredo Roberts||hired as tight ends coach
2012-02-14|Colts|Charlie Williams||hired as receivers coach
2012-02-14|Colts|Clyde Christensen||reassigned to quarterbacks coach
2012-02-14|Colts|Gary Emanuel||hired as defensive line coach
2012-02-14|Colts|Joe Gilbert||hired as assistant offensive line coach
2012-02-14|Colts|Mike Gillhamer||hired as secondary coach
2012-02-14|Seahawks|Marquand Manuel||hired as special teams coach
2012-02-14|Seahawks|John Glenn||hired as special teams assistant coach
2012-02-14|Seahawks|Keith Carter||hired as quality control-offense coach
2012-02-14|Texans|Jim Ryan||hired as assistant offensive line coach
2012-02-14|Texans|Marc Lubick||promoted to assistant wide receivers coach
2012-02-17|Bengals|Hue Jackson||hired as assistant coach
2012-02-22|Buccaneers|Ron Cooper||hired as secondary coach
2012-03-01|Giants|Kevin Gilbride Jr. / Kevin Gilbride (M.)||promoted to receivers coach
2012-03-01|Giants|Sean Ryan||hired as quarterbacks coach
2012-03-06|Buccaneers|Bob Bostad||hired as offensive line coach
2012-03-06|Buccaneers|Earnest Byner||hired as running backs coach
2012-03-06|Buccaneers|P.J. Fleck||hired as wide receivers coach
2012-03-06|Buccaneers|Steve Loney||hired as assistant offensive line coach
2012-03-06|Buccaneers|Brian Angelichio||hired as tight ends coach
2012-03-06|Buccaneers|Ron Turner||hired as quarterbacks coach
2012-03-08|Buccaneers|Phil Galiano||hired as assistant special teams coach
2012-03-08|Buccaneers|Jay Butler||hired as strength and conditioning coach
2012-03-08|Buccaneers|Joe Vaughn||hired as assistant strength and conditioning coach
2012-03-13|Giants|Matt Rhule||hired as assistant offensive line coach
2012-03-13|Giants|Lunda Wells||hired as offensive assistant coach
2012-03-14|Saints|Henry Ellard||hired as wide receivers coach
2012-04-10|Rams|John Fassel||hired as special teams coach
2012-04-10|Rams|Paul Boudreau Jr.||hired as assistant special teams coach
2012-04-12|Saints|Joe Vitt||promoted to interim head coach
2012-05-10|Patriots|George Godsey||hired as tight ends coach
2012-05-10|Patriots|Steve Belichick||hired as coaching assistant
2012-05-10|Patriots|Brian Flores||hired as safeties coach
2012-05-10|Patriots|Josh Boyer||hired as cornerbacks coach
2012-05-10|Patriots|Patrick Graham||hired as defensive line coach
2012-05-10|Patriots|Thomas Johnson / Pepper Johnson||hired as linebackers coach
2012-06-06|Giants|Tom Coughlin||re-signed as head coach to a 2-year contract extension through 2014
2012-06-14|Texans|Gary Kubiak||re-signed as head coach to a 3-year contract extension
2012-06-29|Lions|Jim Schwartz||re-signed as head coach to a multi-year contract extension
2012-07-24|Steelers|Mike Tomlin||re-signed as head coach to a 3-year contract extension / 5-year contract (E)
2012-07-26|Raiders||Steve Wisniewski|resigned as assistant offensive line coach
2012-07-31|Bengals|Marvin Lewis||re-signed as head coach to a 2-year contract through 2014
2012-08-22|Saints|Aaron Kromer||promoted to interim head coach for first 6 games of regular season
2012-11-05|Chiefs||Romeo Crennel|head coach relieved himself of defensive coordinator duties
2012-12-03|Eagles||Jim Washburn|fired as defensive line coach
2012-12-03|Eagles|Tommy Brashear||hired as defensive line coach
2012-12-10|Ravens|Jim Caldwell||promoted to offensive coordinator (in addition to quarterbacks coach)
2012-12-29|Saints|Sean Payton||re-signed as head coach to a 5-year contract extension through 2017
2012-12-31|Bears||Lovie Smith|fired as head coach
2012-12-31|Bills||Chan Gailey|fired as head coach
2012-12-31|Bills||Curtis Modkins|fired as offensive coordinator / running backs coach
2012-12-31|Browns||Pat Shurmur|fired as head coach
2012-12-31|Cardinals||Ken Whisenhunt|fired as head coach
2012-12-31|Chargers||Norv Turner|fired as head coach
2012-12-31|Chiefs||Romeo Crennel|fired as head coach
2012-12-31|Eagles||Andy Reid|fired as head coach
2012-12-31|Raiders||Frank Pollack|fired as offensive line coach
2012-12-31|Raiders||Johnny Holland|fired as linebackers coach
2013-01-02|Rams||Blake Williams|fired as linebackers coach
2013-01-04|Chiefs|Andy Reid||hired as head coach
2013-01-07|Bills|Doug Marrone||hired as head coach
2013-01-07|Cowboys||Skip Peete|fired as running backs coach
2013-01-07|Jets||Matt Cavanaugh|fired as quarterbacks coach
2013-01-08|Panthers||Fred Graves|fired as wide receivers coach
2013-01-08|Panthers||John Settle|fired as running backs coach
2013-01-08|Panthers||Warren Belin|fired as linebackers coach
2013-01-10|Browns|Rob Chudzinski||hired as head coach
2013-01-10|Jaguars||Mike Mularkey|fired as head coach
2013-01-11|Chiefs|Corey Matthaei||hired as quality control coach
2013-01-11|Chiefs|David Culley||hired as assistant head coach and wide receivers coach
2013-01-11|Chiefs|Eric Bieniemy||hired as running backs coach
2013-01-11|Chiefs|Tommy Brasher||hired as defensive line coach
2013-01-11|Chiefs|Barry Rubin||hired as strength coach
2013-01-11|Chiefs|Britt Reid||hired as quality control coach
2013-01-11|Chiefs|Matt Nagy||hired as quarterbacks coach
2013-01-11|Chiefs|Travis Crittenden||hired as assistant strength coach
2013-01-14|Lions|Tim Lappano||hired as wide receivers coach
2013-01-14|Lions|Bobby Johnson||hired as tight ends coach
2013-01-14|Lions|Curtis Modkins||hired as running backs coach
2013-01-14|Lions|Jeremiah Washburn||promoted to offensive line coach
2013-01-15|Bills|Chuck Driesbach||hired as linebackers coach
2013-01-15|Bills|Eric Ciano||hired as strength and conditioning coach
2013-01-15|Bills|Jim O'Neil||hired as linebackers coach
2013-01-15|Bills|Tyrone Wheatley||hired as running backs coach
2013-01-15|Bills|Anthony Weaver||hired as defensive line coach
2013-01-15|Bills|Brian Fleury||hired as defensive quality control coach
2013-01-15|Bills|Donnie Henderson||hired as defensive backs coach
2013-01-15|Bills|Greg Adkins||hired as tight ends coach
2013-01-15|Bills|Jason Rebrovich||hired as defensive quality control coach
2013-01-15|Bills|Samson Brown||hired as assistant defensive backs coach
2013-01-15|Chargers|Mike McCoy||hired as head coach, signed to a 4-year contract  through 2016
2013-01-16|Bears|Marc Trestman||hired as head coach
2013-01-16|Chiefs|Kevin O'Dea||hired as assistant special teams coach
2013-01-16|Chiefs|Andy Heck||hired as offensive line coach
2013-01-16|Eagles|Chip Kelly||hired as head coach
2013-01-17|Bills|Hal Luther||hired as assistant strength and conditioning coach
2013-01-17|Bills|Ike Hilliard||hired as wide receivers coach
2013-01-17|Bills|Nathaniel Hackett||hired as quarterbacks coach (in addition to offensive coordinator)
2013-01-17|Browns|Brad Roll||hired as strength and conditioning coach
