date|team|acquired|relinquished|notes
2011-11-10|Padres|Jose Valentin (A.)?||hired as minor league manager
2011-11-10|Padres|Michael Collins||hired as minor league manager
2011-11-10|Padres|Shawn Wooten||promoted to minor league manager
2011-11-13|Cardinals|Mike Matheny||promoted to manager
2011-11-14|Indians|Edwin Rodriguez||hired as AA manager
2011-11-17|Cubs|Dale Sveum||hired as manager, signed to a 3-year contract
2011-11-17|Mets|Wally Backman||promoted to AAA manager
2011-11-21|Cardinals|Mike Shildt||hired as AA manager
2011-11-21|Cardinals|Johnny Rodriguez||promoted to minor league manager
2011-11-21|Cardinals|Luis Aguayo||hired as minor league manager
2011-11-21|Cardinals|Oliver Marmol||hired as minor league manager
2011-11-21|Cardinals|Ron Warner||promoted to AAA manager
2011-11-21|Phillies|Andy Tracy||hired as minor league manager
2011-11-21|Phillies|Chris Truby||hired as minor league (A?) manager
2011-11-21|Phillies|Dusty Wathan||promoted to AA manager
2011-11-21|Phillies|Mickey Morandini||hired as minor league (A?) manager
2011-11-22|Diamondbacks|Andy Green||promoted to minor league manager
2011-11-29|Giants|Bruce Bochy||re-signed as manager to a 2-year contract extension
2011-11-30|Red Sox|Bobby Valentine||hired as manager, signed to a 2-year contract
2011-12-01|Pirates|Dave Turgeon||promoted to minor league manager
2011-12-01|Pirates|Gera Alvarez||hired as Dominican Summer League manager
2011-12-01|Pirates|Larry Sutton||hired as Dominican Summer League manager
2011-12-01|Pirates|Rick Sofield||promoted to minor league manager
2011-12-12|Twins|Eugene Glynn / Gene Glynn / Geno Glynn||hired as AAA manager
2011-12-19|Nationals|Tripp Keister||hired as minor league manager
2011-12-19|Nationals|Brian Rupp||hired as minor league manager
2011-12-19|Nationals|Matthew LeCroy / Matt LeCroy||hired as AA manager
2011-12-19|Nationals|Tony Beasley||hired as AAA manager
2011-12-21|Cubs|Bobby Mitchell||hired as minor league manager
2011-12-21|Cubs|Brian Harper||hired as A manager
2011-12-21|Cubs|Buddy Bailey||hired as AA manager
2011-12-21|Cubs|Dave Bialas||promoted to AAA manager
2011-12-21|Cubs|Juan Cabreja||hired as minor league manager
2011-12-22|Blue Jays|John Tamargo Jr.||hired as minor league manager
2011-12-22|Blue Jays|Clayton McCullough||hired as minor league manager
2011-12-22|Blue Jays|Mike Redmond||hired as minor league manager
2011-12-22|Dodgers|Carlos Subero||hired as minor league manager
2011-12-22|Dodgers|Lorenzo Bundy||hired as AAA manager
2012-01-05|Angels|Mike LaCassa||hired as manager of minor league operations
2012-01-05|Rays|Paul Hoover||hired as minor league manager
2012-01-05|Yankees|Justin Pope||hired as minor league manager
2012-01-09|Royals|Brian Buchanan||hired as minor league manager
2012-01-09|Royals|Omar Ramirez||promoted to minor league manager
2012-01-09|Royals|Tommy Shields||hired as minor league manager
2012-01-09|Royals|Vance Wilson||hired as minor league manager
2012-01-10|Astros||Dennis Liborio|retired as clubhouse manager
2012-01-11|Astros|Dan Radison||hired as special assistant to the general manager/player development
2012-01-11|Astros|Mike Elias / Michael Elias?||hired as special assistant to the general manager/scouting
2012-01-11|Rangers|Corey Ragsdale||hired as minor league manager
2012-01-11|Rangers|Riley Westman||hired as Dominican Summer League manager
2012-01-12|Yankees|Tom Nieto||hired as minor league manager
2012-01-13|Angels|Brenton Del Chiaro (SN) / Brent Del Chiaro||hired as minor league manager
2012-01-13|Angels|Bill Haselman||hired as minor league manager
2012-01-13|Angels|Charlie Romero||hired as Dominican Summer League manager
2012-01-13|Angels|Jamie Burke||hired as minor league manager
2012-01-13|Angels|Mike Micucci||hired as AA manager
2012-01-19|Yankees|Luis Sojo||hired as minor league manager
2012-01-19|Yankees|Carlos Mendoza||hired as minor league manager
2012-01-19|Yankees|Dave Miley||hired as AAA manager
2012-01-19|Yankees|Tony Franklin||hired as AA manager
2012-01-20|Red Sox|Billy McMillon||re-signed as minor league manager
2012-01-20|Red Sox|Bruce Crabbe||hired as minor league (A?) manager
2012-01-20|Red Sox|Carlos Febles||promoted to minor league manager
2012-01-25|Giants|Bob Mariano||hired as minor league manager
2012-01-25|Giants|Derin McMains||hired as minor league manager
2012-01-26|Orioles|Gary Allenson||hired as minor league manager
2012-01-26|Orioles|Ron Johnson||hired as AAA manager
2012-01-30|Rangers|Ron Washington||re-signed as manager to a 2-year contract extension through 2014
2012-01-31|Rangers|Matt Klotsche||promoted to manager, baseball operations
2012-01-31|Yankees|Will Kuntz||promoted to manager, pro scouting
2012-02-14|Royals|Ned Yost Sr.||team exercised contract option as manager through 2013
2012-02-15|Rays|Joe Maddon||re-signed as manager to a 3-year contract extension through 2015
2012-02-20|Rockies|Jim Tracy||re-signed as manager to a contract extension through 2013
2012-05-08|Brewers|Ron Roenicke||re-signed as manager to a 2-year contract extension through 2014
2012-06-11|Mets|Jose Leger||hired as minor league manager
2012-08-18|Astros||(James) Brad Mills|fired as manager
2012-08-19|Astros|Tom Lawless||promoted to AAA manager
2012-08-19|Astros|Tony DeFrancesco||promoted to interim manager
2012-09-27|Astros|Bo Porter||hired as manager
2012-09-27|Indians||Manny Acta|fired as manager
2012-09-27|Indians|Sandy Alomar Jr.||promoted to interim manager
2012-10-04|Red Sox||Bobby Valentine|fired as manager
2012-10-06|Indians|Terry Francona||hired as manager
2012-10-07|Rockies||Jim Tracy|resigned as manager
2012-10-15|Reds|Dusty Baker||re-signed as manager to a 2-year contract extension
2012-10-21|Blue Jays|Mike Aviles (a)||trade with Red Sox
2012-10-21|Red Sox||Mike Aviles (a)|trade with Blue Jays
2012-10-21|Red Sox|John Farrell||hired as manager, signed to a 3-year contract through 2015
2012-10-23|Marlins||Ozzie Guillen|fired as manager
2012-10-30|Tigers|Jim Leyland||re-signed as manager to a 1-year contract extension through 2013
2012-11-01|Marlins|Mike Redmond||hired as manager
2012-11-01|Phillies|Dave Brundage||hired as AAA manager
2012-11-07|Rockies|Walt Weiss||hired as manager
2012-11-10|Nationals|Davey Johnson||re-signed as manager
2012-11-12|Braves|Randy Ready||hired as AAA manager
2012-11-19|Padres|Bud Black||team exercised contract option on manager through 2015
2012-11-20|Blue Jays|John Gibbons||hired as manager
2012-11-20|Padres|Jim Gabella||hired as minor league manager
2012-11-20|Padres|Michael Collins||hired as minor league manager
2012-11-20|Padres|Pat Murphy||promoted to AAA manager
2012-11-28|Athletics|Aaron Nieckula||promoted to AA manager
2012-11-28|Athletics|Ryan Christenson||hired as minor league manager
2012-11-28|Athletics|Steve Scarsone||promoted to AAA manager
2012-11-29|Indians|Chris Tremie||promoted to AAA manager
2012-11-29|Indians|David Wallace||hired as minor league manager
2012-11-29|Indians|Edwin Rodriguez||hired as AA manager
2012-11-29|Indians|Scooter Tucker||hired as minor league manager
2012-12-04|Giants|Brett Bochy||team exercised contract option on manager through 2014
2012-12-05|Braves|Fredi Gonzalez||team exercised contract option as manager through 2014
2012-12-06|Mariners|Chris Prieto||hired as minor league manager
2012-12-06|Mariners|Darrin Garner||hired as minor league manager
2012-12-06|Mariners|James Horner||hired as minor league manager
2012-12-07|Royals|Brian Buchanan||hired as minor league manager
2012-12-07|Royals|Ramon Martinez||hired as manager for Dominican Academy
2012-12-10|Twins|Doug Mientkiewicz||hired as A manager
2012-12-11|Cubs|Gary Van Tol||hired as minor league manager
2012-12-11|Cubs|Marty Pevey||hired as AAA manager
2012-12-11|Cubs|Dave Keller / David Keller?||hired as A manager
2012-12-11|Cubs|Mark Johnson (L.)?||hired as minor league manager
2012-12-14|Nationals|Brian Daubach||promoted to minor league manager
2012-12-14|Nationals|Patrick Anderson||hired as minor league manager
2012-12-14|Red Sox|Darrin Fenster||promoted to minor league manager
2012-12-14|Reds|Delino DeShields Sr.||hired as AA manager
2012-12-14|Reds|Eliser Marrero / Eli Marrero (E MLB NYT SN)||hired as minor league manager
2012-12-14|Reds|Jim Riggleman||hired as AAA manager
2012-12-14|Reds|Jose Nieves||hired as minor league manager
2012-12-18|Brewers|Nestor Corredor||hired as minor league manager
2012-12-18|Brewers|Tony Diggs||hired as minor league manager
2012-12-18|Dodgers|P.J. Forbes||hired as minor league manager
2012-12-18|Dodgers|Anthony Shines / Razor Shines||hired as minor league manager
2012-12-18|Dodgers|Carlos Subero||hired as minor league manager
2012-12-18|Dodgers|Jody Reed||promoted to AA manager
2012-12-18|White Sox|Bobby Magallanes||hired as minor league manager
2012-12-18|White Sox|Julio Vinas||promoted to AA manager
2012-12-18|White Sox|Pete Rose Jr.||hired as minor league manager
2012-12-18|White Sox|Ryan Newman||hired as minor league manager
2012-12-18|White Sox|Tommy Thompson||hired as minor league manager
2012-12-19|Diamondbacks|Luis Urueta||hired as minor league manager
2012-12-19|Diamondbacks|Andy Green||promoted to AA manager
2012-12-19|Diamondbacks|Bill Plummer||hired as minor league manager
2012-12-19|Diamondbacks|Robby Hammock||promoted to minor league manager
2013-01-03|Rangers|Corey Ragsdale||re-signed as minor league manager
2013-01-03|Rangers|Kenny Holmberg / Kenneth Holmberg?||promoted to minor league manager
2013-01-07|Blue Jays|Bobby Meacham||hired as minor league (A?) manager
2013-01-07|Blue Jays|Gary Allenson||hired as AA manager
2013-01-14|Athletics|Bob Melvin||re-signed as manager to a 2-year contract extension through 2016
2013-01-16|Orioles|Buck Showalter||re-signed as manager to a 6-year contract extension through 2018
2013-01-17|Braves|Randy Ready||re-signed as AAA manager
2013-01-26|Orioles|Luis Pujols||hired as minor league manager
2013-01-26|Orioles|Matt Merullo||hired as minor league manager
2013-01-26|Orioles|Orlando Gomez||hired as minor league manager
2013-01-26|Orioles|Ryan Minor||hired as minor league manager
2013-01-26|Rays|Danny Sheaffer||hired as minor league manager
2013-01-26|Rays|Michael Johns (a)?||hired as minor league manager
2013-01-26|Rays|Brady Williams||hired as minor league manager
2013-01-26|Rays|Jared Sandberg||hired as minor league manager
2013-01-26|Rays|Jim Morrison||hired as minor league manager
2013-02-04|Rockies|Glenallen Hill||hired as AAA manager
2013-02-04|Rockies|Kevin Riggs||promoted to AA manager
2013-02-14|Cardinals|Mike Matheny||team exercised contract option on manager through 2014
2013-02-18|Pirates|Clint Hurdle||re-signed as manager to a 1-year contract extension and added a team option for 2015
2013-02-19|Orioles|Bill Wilkes||promoted to manager of baseball operations
2013-03-04|Cubs|Justin Piper||hired as general manager, Mesa spring training operations
2013-03-28|Giants|Bruce Bochy||re-signed as manager to a 3-year contract extension
2013-05-02|Mariners|John Stearns||promoted to AAA manager
2013-08-16|Phillies||Charlie Manuel|fired as manager
2013-08-16|Phillies|Ryne Sandberg||promoted to manager
2013-09-18|Tigers|Larry Parrish||re-signed as AAA manager
2013-09-22|Phillies|Ryne Sandberg||re-signed as manager to a 3-year contract extension
2013-09-27|Mariners||Eric Wedge|resigned as manager (effective at the end of the season)
2013-09-30|Cubs||Dale Sveum|fired as manager
2013-09-30|Mets|Terry Collins||re-signed as manager to a 2-year contract extension
2013-09-30|Twins|Ron Gardenhire||re-signed as manager to a 2-year contract extension through 2015
2013-10-01|Royals|Ned Yost Sr.||re-signed as manager to a 2-year contract extension through 2015
2013-10-04|Reds||Dusty Baker|fired as manager
2013-10-09|Yankees|Joe Girardi||re-signed as manager to a 4-year contract extension through 2017
2013-10-10|Brewers|Darnell Coles||promoted to AAA manager
2013-10-14|Braves|Brian Snitker||hired as AAA manager
2013-10-15|Rockies|Walt Weiss||re-signed as manager to a 3-year contract extension
2013-10-21|Tigers||Jim Leyland|resigned/retired as manager
2013-10-22|Reds|Bryan Price (a)||promoted to manager
2013-10-25|Nationals|Matt Williams (D.)||hired as manager
2013-11-01|Royals|Brian Poldberg||hired as AAA manager
2013-11-01|Royals|Darryl Kennedy||hired as A manager
2013-11-01|Royals|Vance Wilson||promoted to AA manager
2013-11-03|Tigers|Brad Ausmus||hired as manager, signed to a 3-year contract
2013-11-05|Mariners|Lloyd McClendon||hired as manager
2013-11-07|Cardinals|Dann Bilardello||hired as minor league manager
2013-11-07|Cardinals|Joe Kruzel||hired as minor league manager
2013-11-07|Cardinals|Johnny Rodriguez||hired as minor league manager
2013-11-07|Cubs|Rick Renteria / Rich Renteria||hired as manager, signed to a 3-year contract
2013-11-12|Athletics|Rick Magnante||re-signed as minor league manager
2013-11-12|Athletics|David Newhan||hired as minor league manager
2013-11-12|Athletics|Ruben Escalera||hired as minor league manager
2013-11-12|Athletics|Ryan Christenson||re-signed as minor league manager
2013-11-19|Rangers|Matt Klotsche||hired as manager, amateur scouting
2013-11-20|Cardinals|Mike Matheny||re-signed as manager to a 3-year contract extension
2013-12-10|Angels|Philip Wellman / Phil Wellman||hired as AA manager
2013-12-12|Braves|Randy Ingle||hired as minor league manager
2013-12-12|Braves|Jonathan Schuerholz (E) / Jon Schuerholz||hired as minor league manager
2013-12-17|Dodgers|Hidenori Sueyoshi||hired as senior manager, international scouting operations
2013-12-18|Twins|Brandon Johnson||hired as senior manager of business intelligence and analytics
2013-12-20|Indians|David Wallace||hired as AA manager
2013-12-20|Indians|Mark Budzinski||hired as minor league manager
2013-12-20|Indians|Scooter Tucker||hired as minor league (A?) manager
2013-12-20|Nationals|Tripp Keister||hired as minor league manager
2013-12-20|Nationals|Billy Gardner Jr.||hired as AAA manager
2013-12-20|Nationals|Brian Daubach||hired as AA manager
2013-12-20|Nationals|Michael Barrett||hired as minor league manager
2013-12-20|Nationals|Patrick Anderson||hired as minor league manager
2014-01-07|Dodgers|Don Mattingly||re-signed as manager to a 3-year contract extension
2014-01-08|Phillies|Greg Legg||hired as minor league (A?) manager
2014-01-08|Rangers|Joe Milulik||hired as minor league manager
2014-01-08|Rangers|Aaron Levin||hired as minor league manager
2014-01-08|Rangers|Jason Wood||hired as AA manager
2014-01-08|Rangers|Steve Buechele||hired as AAA manager
2014-01-09|Orioles|Luis Pujols||hired as minor league manager
2014-01-09|Orioles|Ryan Minor||hired as minor league manager
2014-01-13|Blue Jays|Gary Allenson||promoted to AAA manager
2014-01-13|Brewers|Carlos Subero||hired as AA manager
2014-01-13|Pirates|Edgar Varela||hired as minor league manager
2014-01-13|Pirates|Brian Esposito||hired as minor league manager
2014-01-13|Pirates|Tom Prince||hired as minor league manager
2014-01-14|Padres|Jamie Quirk||hired as minor league manager
2014-01-14|Padres|Michael Collins||hired as minor league manager
2014-01-14|Padres|Robbie Wine||hired as minor league manager
2014-01-14|Padres|Rod Barajas||hired as minor league manager
2014-01-15|Astros|Keith Bodie||hired as AA manager
2014-01-15|Astros|Ed Romero||hired as minor league manager
2014-01-15|Astros|Josh Bonifay||hired as minor league manager
2014-01-15|Astros|Omar Lopez||hired as A manager
2014-01-15|Astros|Rodney Linares||hired as A manager
2014-01-15|Astros|Tony DeFrancesco||hired as AAA manager
2014-01-15|Mariners|Chris Prieto||hired as minor league manager
2014-01-15|Mariners|Eddie Menchaca||hired as minor league manager
2014-01-15|Mariners|James Horner||hired as AA manager
2014-01-15|Mariners|Rich Donnelly||hired as AAA manager
2014-01-21|White Sox|Charlie Poe||hired as minor league manager
2014-01-21|White Sox|Mike Gellinger||hired as minor league manager
2014-01-21|White Sox|Pete Rose Jr.||hired as minor league manager
2014-01-21|White Sox|Tommy Thompson||hired as minor league manager
2014-01-24|White Sox|Robin Ventura||re-signed as manager to a multi-year contract extension
2014-01-27|Rockies|Don Sneddon||hired as minor league manager
2014-02-03|Diamondbacks|Kirk Gibson||re-signed as manager to a contract extension
2014-02-03|Giants|Carlos Valderrama||hired as manager of the Dominican Summer League Giants
2014-02-03|Giants|Lenn Sakata||hired as minor league manager
2014-02-03|Giants|Russ Morman||promoted to AA manager
2014-02-04|Athletics|Farhan Zaidi||hired as assistant general manager/director of baseball operations
2014-02-04|Red Sox|Joe Oliver||hired as minor league manager
2014-02-12|Mariners|Dave Valle||hired as minor league manager
2014-02-13|Dodgers|Jack McDowell||hired as minor league manager
2014-02-19|Braves|Fredi Gonzalez||re-signed as manager to a contract extension
2014-02-24|Rangers|Ron Washington||re-signed as manager to a 1-year contract extension through 2015
2014-03-12|Mariners|Roy Howell||promoted to AAA manager
2014-03-22|Brewers|Ron Roenicke||team exercised contract option on manager through 2015
2014-03-23|Astros|Tom Lawless||promoted to interim AAA manager
2014-04-05|Pirates|Clint Hurdle||re-signed as manager to a 3-year contract extension
2014-08-26|Mariners|Jack Zduriencik||re-signed as manager to a multi-year contract extension
2014-09-01|Astros||Bo Porter|fired as manager
2014-09-01|Astros|Tom Lawless||promoted to interim manager
2014-09-05|Rangers||Ron Washington|resigned as manager
2014-09-05|Rangers|Tim Bogar||promoted to interim manager for remainder of 2014 season
2014-09-26|Diamondbacks||Kirk Gibson|fired as manager
2014-09-28|Marlins|Mike Redmond||re-signed as manager to a 2-year contract extension through 2017
2014-09-29|Astros|A.J. Hinch||hired as manager
2014-09-29|Twins||Ron Gardenhire|fired as manager
2014-10-03|Braves|Fredi Gonzalez||re-signed as manager to a contract extension
2014-10-13|Diamondbacks|Chip Hale||hired as manager, signed to a 2-year contract
2014-10-16|Rangers|Jeff Banister||hired as manager
2014-10-24|Rays||Joe Maddon|manager declined to exercise contract option
2014-10-31|Cubs||Rick Renteria / Rich Renteria|fired as manager
2014-11-03|Cubs|Joe Maddon||hired as manager, signed to a 5-year contract through 2019
2014-11-03|Twins|Paul Molitor||promoted to manager
2014-11-04|Indians|Terry Francona||re-signed as manager to a 2-year contract extension through 2018
2014-11-06|Braves|Dixie Keller||promoted to manager, scouting operations
2014-11-07|Angels|Jonathan Strangio||promoted to manager of major league operations
2014-11-18|Mariners|Pat Listach||hired as AAA manager (date 2015-01-12 per E)
2014-11-18|Phillies|Greg Legg||hired as minor league (A?) manager
2014-11-18|Phillies|Pat Borders||hired as minor league manager
2014-11-18|Phillies|Shawn Williams||hired as minor league manager
2014-11-25|Reds|Eric Lee||hired as manager of baseball operations
2014-12-01|Athletics|Aaron Nieckula||hired as minor league field coordinator and minor league manager
2014-12-01|Athletics|Rick Magnante||re-signed as minor league manager
2014-12-01|Athletics|Fran Riordan||hired as minor league manager
2014-12-01|Athletics|Ryan Christenson||promoted to AA manager
2014-12-04|Rangers|Jason Wood||promoted to AAA manager
2014-12-04|Rangers|Joe Mikulik||promoted to AA manager
2014-12-04|Rangers|Spike Owen||hired as minor league (A?) manager
2014-12-05|Rays|Kevin Cash||hired as manager
2014-12-10|Mets|T.J. Barra||hired as manager of baseball research and development
2014-12-16|Angels|Bill Richardson||hired as AA manager
2014-12-16|Angels|Chad Tracy (A.)||hired as minor league manager
2014-12-16|Angels|Dave Anderson||hired as AAA manager
2014-12-16|Angels|Dave Stapleton||hired as minor league manager
2014-12-16|Braves|Randy Ingle||hired as minor league manager
2014-12-16|Braves|Ralph Wheeler||hired as minor league manager
2014-12-16|Braves|Robinson Cancel||hired as minor league manager
2014-12-17|Cubs|Jimmy Gonzalez||hired as minor league manager
2014-12-17|Cubs|Mark Johnson (L.)?||hired as minor league manager
2014-12-19|Astros|Josh Bonifay||re-signed as minor league manager
2014-12-19|Astros|Omar Lopez||re-signed as A manager
2014-12-19|Astros|Rodney Linares||promoted to AA manager
2014-12-19|Blue Jays|Cesar Martin||hired as minor league manager
2014-12-19|Blue Jays|Ken Huckaby||hired as minor league manager
2014-12-19|Twins|Mike Quade||hired as AAA manager
2014-12-19|Twins|Doug Mientkiewicz||promoted to AA manager
2015-01-02|Blue Jays|Joe Sheehan||promoted to manager, baseball research and development
2015-01-07|Diamondbacks|Joe Mather||hired as minor league manager
2015-01-07|Diamondbacks|J.R. House||promoted to minor league manager
2015-01-07|Diamondbacks|Mark Grudzielanek||hired as minor league manager
2015-01-07|Diamondbacks|Mike Benjamin||hired as minor league manager
2015-01-07|Diamondbacks|Robby Hammock||promoted to AA manager
2015-01-07|Diamondbacks|Shelley Duncan||hired as minor league manager
2015-01-08|Rockies|Fred Ocasio||hired as minor league manager
2015-01-08|Rockies|Frank Gonzales||hired as minor league manager
2015-01-08|Rockies|Warren Schaeffer||hired as minor league manager
2015-01-09|Royals|Brian Buchanan||hired as minor league manager
2015-01-09|Royals|Darryl Kennedy||hired as minor league manager
2015-01-09|Royals|Omar Ramirez||hired as minor league manager
2015-01-09|Royals|Scott Thorman||hired as minor league manager
2015-01-12|Dodgers|Jack McDowell||hired as minor league manager
2015-01-12|Dodgers|John Shoemaker||hired as minor league manager
2015-01-13|Royals|Ned Yost Sr.||re-signed as manager to a 1-year contract extension through 2016
2015-01-15|Pirates|Brian Esposito||hired as minor league manager
2015-01-15|Pirates|Mendy Lopez||hired as Dominican League manager
2015-01-15|Pirates|Michael Ryan||hired as minor league manager
2015-01-15|Pirates|Tom Prince||promoted to AA manager
2015-01-15|Pirates|Wyatt Toregas||hired as minor league manager
2015-01-21|White Sox|Melville Armstrong / Cole Armstrong||hired as minor league manager
2015-01-21|White Sox|Tim Esmay||hired as minor league manager
2015-01-21|White Sox|Tommy Esmay||hired as minor league manager
2015-01-23|Mets|Jose Leger||hired as minor league manager
2015-01-23|Mets|Luis Rojas||hired as minor league manager
2015-02-12|Dodgers|Luis Matos||hired as minor league manager
2015-02-17|Orioles|Luis Pujols||hired as minor league manager
2015-02-17|Orioles|Matt Merullo||hired as minor league manager
2015-02-17|Orioles|Orlando Gomez||hired as minor league manager
2015-02-21|Nationals|Matt Williams (D.)||team exercised contract option as manager
2015-02-21|Red Sox|John Farrell||re-signed as manager to a 2-year contract extension through 2017
2015-03-19|Brewers|Ron Roenicke||team exercised contract option on manager through 2016
2015-04-03|Giants|Bruce Bochy||re-signed as manager to a contract extension through 2019
2015-05-03|Brewers||Ron Roenicke|fired as manager
2015-05-04|Brewers|Craig Counsell||hired as manager, signed to a 3-year contract through 2017
2015-05-17|Marlins||Mike Redmond|fired as manager
2015-05-18|Marlins|Dan Jennings (a)||hired as manager
2015-06-15|Padres||Bud Black|fired as manager
2015-06-15|Padres|Dave Roberts (a)?||promoted to interim manager
2015-06-16|Padres|Pat Murphy||promoted to interim manager
2015-06-26|Phillies||Ryne Sandberg|resigned as manager
2015-06-26|Phillies|Pete Mackanin||promoted to interim manager
2015-07-16|Braves|Fredi Gonzalez||re-signed as manager to a 1-year contract extension through 2016
2015-08-14|Red Sox|Torey Lovullo||promoted to interim manager
2015-09-09|Athletics|Bob Melvin||re-signed as manager to a 2 year contract extension through 2018
2015-09-22|Phillies|Pete Mackanin||promoted to manager, signed to a contract extension through 2016 with a 1-year team option for 2017
2015-10-04|Padres||Pat Murphy|fired as interim manager
2015-10-05|Nationals||Matt Williams (D.)|fired as manager
2015-10-09|Mariners||Lloyd McClendon|fired as manager
2015-10-12|Braves|A.J. Scola||promoted to manager, minor league operations
2015-10-12|Nationals|Matthew LeCroy (CBC CBS MLB) / Matt LeCroy (E S)||hired as AA manager
2015-10-19|Astros|Tom Koch-Weser||promoted to manager of advance scouting
2015-10-22|Astros|Lamarr Rogers||hired as A manager
2015-10-22|Dodgers||Don Mattingly|resigned as manager
2015-10-23|Mariners|Scott Servais||hired as manager
2015-10-29|Marlins||Dan Jennings (a)|fired as GM and manager
2015-10-29|Padres|Andy Green||hired as manager
2015-11-02|Marlins|Don Mattingly||hired as manager, signed to a 4-year contract
2015-11-03|Mets|Terry Collins||re-signed as manager to a 2-year contract extension
2015-11-03|Nationals|Dusty Baker||hired as manager
2015-11-23|Dodgers|Dave Roberts (a)?||hired as manager
2015-12-02|Tigers|Lloyd McClendon||hired as AAA manager
2015-12-03|Nationals|Jerad Head||promoted to minor league manager
2015-12-03|Nationals|Josh Johnson (R.)?||hired as minor league manager
2015-12-03|Rangers|Spike Owen||hired as minor league (A?) manager
2015-12-04|Mariners|Mitch Canham||hired as minor league (A?) manager
2015-12-04|Mariners|Zachary Livingston / Zac Livingston (E MiLB)||hired as minor league manager
2015-12-09|Royals|Jamie Quirk||hired as minor league (A?) manager
2015-12-15|Pirates|Joey Cora||hired as AAA manager
2015-12-15|Pirates|Mendy Lopez||hired as minor league manager
2015-12-16|Braves|Luis Salazar||promoted to AA manager
2015-12-16|Braves|Nestor Perez||hired as minor league manager
2015-12-16|Braves|Ralph Wheeler||hired as minor league (A?) manager
2015-12-16|Braves|Robinson Cancel||hired as minor league (A?) manager
2015-12-17|Cubs|Buddy Bailey||hired as minor league (A?) manager
2015-12-17|Cubs|Mark Johnson (L.)?||promoted to AA manager
2015-12-17|Rangers|Howard Johnson||hired as minor league (A?) manager
2015-12-21|Dodgers|Bill Haselman||hired as AAA manager
2015-12-21|Dodgers|Drew Saylor / Andrew Saylor?||hired as minor league (A?) manager
2015-12-21|Dodgers|Gil Velazquez||promoted to minor league (A?) manager
2015-12-21|Dodgers|John Shoemaker||hired as minor league manager
2015-12-21|Dodgers|Ryan Garko||hired as AA manager
2015-12-21|Dodgers|Shaun Larkin||hired as minor league manager
2016-01-04|Royals|Jamie Quirk||hired as minor league (A?) manager (E)
2016-01-05|Astros|Josh Bonifay||re-signed as minor league manager
2016-01-05|Astros|Omar Lopez||re-signed as A manager
2016-01-05|Astros|Ramon Vazquez||hired as minor league manager
2016-01-05|Astros|Russ Steinhorn||promoted to minor league manager
2016-01-14|Padres|Anthony Contreras||hired as minor league manager
2016-01-14|Padres|Brandon Wood (a)||hired as minor league manager
2016-01-14|Padres|Francisco Morales||promoted to minor league manager
2016-01-14|Padres|Philip Wellman / Phil Wellman (E)||hired as AA manager
2016-01-14|Padres|Rod Barajas||promoted to AAA manager
2016-01-14|Red Sox|Carlos Febles||promoted to AA manager
2016-01-14|Red Sox|Ignacio Suarez / Iggy Suarez (E MiLB)||promoted to minor league manager
2016-01-14|Red Sox|Joe Oliver||re-signed as minor league manager
2016-01-19|White Sox|Joel Skinner||hired as minor league (A?) manager
2016-01-19|White Sox|Julio Vinas||promoted to AAA manager
2016-01-19|White Sox|Melville Armstrong / Cole Armstrong||hired as minor league (A?) manager
2016-01-19|White Sox|Ryan Newman||promoted to AA manager
2016-01-19|White Sox|Tommy Thompson||hired as minor league manager
2016-01-21|Rockies|Andy Gonzalez||promoted to minor league manager
2016-01-21|Rockies|Frank Gonzales||re-signed as minor league manager
